total_sales_amount,export_sales_value,output_vat,input_vat,net_refund_amount,sales_invoice_count,supporting_docs_count,submitted_by,zero_rated_sales,exempt_sales,business_age_years,is_fraud,claim_id,taxpayer_id,period_start,period_end,claim_date,fraud_type,processing_days
214558.6313710314,114839.7482784417,15955.021294814353,27974.399994428903,12019.37869961455,10,14,Tax Agent,103355.77345059752,8151.300416441133,16.715559893681093,0,CLM_688160,TPIN_76616784,2024-11-28,2025-02-25,2025-03-22,,28
866529.7331969817,129523.93340491575,121459.45953153334,94637.1256407654,0.0,162,28,Tax Agent,116571.54006442417,13923.518750032741,6.427239110921146,0,CLM_287210,TPIN_26514877,2024-04-10,2024-07-08,2024-07-18,,52
1267279.3361943106,268671.2190223668,160620.05705795897,131429.64186689147,0.0,73,8,Self,241804.0971201301,68811.79838609531,3.8647486999546308,0,CLM_285024,TPIN_99484995,2024-07-16,2024-10-13,2024-11-01,,33
1750474.9429063783,1183630.0904698886,90695.17638983835,189214.66561490254,98519.48922506419,105,26,Tax Agent,1065267.0814228998,118574.95329609806,11.134034590155359,0,CLM_847028,TPIN_88119050,2024-10-31,2025-01-28,2025-02-14,,28
1975239.8086996623,1317568.1078672556,105227.47213318509,206376.48124212978,101149.0091089447,69,10,Tax Agent,1185811.29708053,67511.34720865569,9.670635349049034,0,CLM_667694,TPIN_54390090,2024-04-06,2024-07-04,2024-07-10,,23
486567.7267218394,49836.05509077596,73452.99974581988,65986.32593308807,0.0,18,11,Tax Agent,44852.44958169837,30607.89193851482,17.80743519336788,0,CLM_853646,TPIN_94888661,2024-07-23,2024-10-20,2024-11-05,,24
1727156.2524826226,1525363.658601667,32286.815020952898,222752.5844626498,190465.7694416969,56,25,Self,1372827.2927415003,2214.499211938361,2.9373033119828555,0,CLM_676531,TPIN_46062152,2024-10-24,2025-01-21,2025-01-28,,15
2903236.3028522916,2141239.3106800024,121919.51874756627,603873.1509932766,481953.63224571035,45,11,Tax Agent,1712991.4485440021,5441.5281270544665,2.7199772916671905,1,CLM_119348,TPIN_22638969,2024-03-03,2024-05-31,2024-06-23,carousel,21
30901.42685858383,21474.929705142218,1508.2395445506577,3930.6721218859234,2422.4325773352657,8,2,Self,17179.943764113774,895.9960468345226,0.16437538240892108,1,CLM_622962,TPIN_59032171,2024-11-18,2025-02-15,2025-03-12,ghost_business,6
1250715.973800077,842367.4972532527,65335.75624749191,132551.03297566812,67215.2767281762,42,16,Tax Agent,758130.7475279274,40674.68380412896,12.314759611142282,0,CLM_988698,TPIN_78668521,2024-05-01,2024-07-29,2024-08-16,,59
1450779.3513253136,973326.2397444932,76392.49785293126,191466.11330449415,115073.61545156289,51,16,Tax Agent,875993.6157700438,95912.94391400382,15.474829871938875,0,CLM_969060,TPIN_53640405,2024-08-30,2024-11-27,2024-12-12,,55
1409020.7479041219,1025943.2364787713,61292.40182805609,138285.61116232208,76993.209334266,124,8,Tax Agent,923348.9128308942,120698.45546515426,16.84706886912332,0,CLM_891599,TPIN_19694535,2024-12-02,2025-03-01,2025-03-26,,15
463704.2833243967,322176.9601967551,22644.371700422653,51804.02125151947,29159.64955109682,10,24,Tax Agent,289959.2641770796,23481.832100870477,17.350509999636238,0,CLM_304447,TPIN_80276721,2024-03-20,2024-06-17,2024-06-23,,18
264837.44385301566,2829.429254510643,36487.902531702915,30699.705452954346,0.0,10,13,Tax Agent,2546.486329059579,674.6122567181612,13.767761055678251,0,CLM_668786,TPIN_51535003,2024-05-23,2024-08-20,2024-09-03,,13
1833857.2062902383,1070845.3997338724,122081.88904901854,248075.202028223,125993.31297920445,50,25,Tax Agent,963760.8597604851,37726.99574780951,19.17856307992708,0,CLM_786426,TPIN_13229198,2024-08-28,2024-11-25,2024-12-10,,52
6552585.56472059,3807757.8200723194,439172.4391437233,705795.4657141459,266623.02657042263,180,24,Tax Agent,3426982.0380650875,372030.3334177647,14.417876195030187,0,CLM_152195,TPIN_66596808,2024-03-22,2024-06-19,2024-06-27,,31
287859.34256107686,152750.09793248467,21617.47914057475,35762.570075537435,14145.090934962685,12,11,Tax Agent,137475.0881392362,24001.979947344786,14.956945611499167,0,CLM_190214,TPIN_56487238,2024-08-17,2024-11-14,2024-11-27,,39
879801.745054965,146565.0708436413,125060.96247361158,103027.58642388714,0.0,56,26,Tax Agent,131908.56375927717,46591.896862444715,11.306113097774755,0,CLM_113877,TPIN_79335081,2024-01-24,2024-04-22,2024-05-19,,16
111545.9357832123,73401.17546899703,6103.161650274445,14860.063985123046,8756.9023348486,10,27,Self,66061.05792209733,4405.623049513404,3.519033438263439,0,CLM_896988,TPIN_78036426,2024-02-01,2024-04-30,2024-05-27,,43
434369.6292111254,348963.1702530459,13665.033433292714,47281.224026586315,33616.1905932936,45,28,Tax Agent,314066.8532277413,16506.365790275246,12.054321590748788,0,CLM_195619,TPIN_25304321,2024-05-04,2024-08-01,2024-08-16,,11
1191048.4816191476,625467.522772665,90492.95341543721,157482.4150577028,66989.4616422656,40,18,Tax Agent,562920.7704953986,13871.27802325705,5.868135804336173,0,CLM_650880,TPIN_66860789,2024-05-23,2024-08-20,2024-09-11,,35
6789539.218552779,4758526.260706296,324962.0732554373,689510.6576571306,364548.5844016933,500,14,Self,4282673.634635666,81853.60962994718,15.031514998389689,0,CLM_570529,TPIN_26938661,2024-09-14,2024-12-12,2024-12-25,,55
311028.87728778366,2735.586882968482,37274.2397199255,30583.64758069191,0.0,10,27,Self,2462.0281946716336,20043.64928878642,17.82257549377648,0,CLM_559369,TPIN_28319882,2024-01-01,2024-03-30,2024-04-13,,45
251801.16134988744,148736.9701683216,16490.270589050535,28016.524675330966,11526.25408628043,23,26,Self,133863.27315148944,10639.81849755173,3.9929706798736824,0,CLM_239544,TPIN_75257895,2024-05-13,2024-08-10,2024-09-06,,12
1088202.2436541626,974832.5152752582,18139.156540624706,125310.09317173065,107170.93663110594,71,8,Self,877349.2637477324,59577.81413279567,4.886586378288333,0,CLM_714639,TPIN_38401711,2024-10-18,2025-01-15,2025-02-08,,39
296833.0296883568,178790.82173859357,18886.753271962116,29162.663225541226,10275.90995357911,10,14,Self,160911.73956473422,29342.03611030311,2.439763567538386,0,CLM_365399,TPIN_38169886,2024-07-20,2024-10-17,2024-11-08,,49
1895497.1497946826,1219812.0155657455,108109.62147662994,243047.03230713896,134937.41083050903,69,15,Self,1097830.814009171,88597.52710221316,11.187284396942566,0,CLM_405459,TPIN_27929037,2024-06-13,2024-09-10,2024-10-08,,46
465377.879390236,308866.73416076164,25041.783236715895,58604.733232263636,33562.94999554774,46,27,Self,277980.06074468547,18096.288482684413,19.788718072577364,0,CLM_324839,TPIN_82571626,2024-09-10,2024-12-08,2024-12-18,,50
397617.05719964614,238707.0984602754,25425.59339829932,41103.00601638352,15677.412618084203,46,16,Tax Agent,214836.38861424784,36390.458908755965,3.047484719151985,0,CLM_277247,TPIN_87209213,2024-05-26,2024-08-23,2024-09-13,,18
371072.61644707934,219190.25334885195,24301.178095716383,44558.12300694292,20256.94491122654,10,18,Tax Agent,197271.22801396676,33257.632478937696,18.17474439024146,0,CLM_812494,TPIN_84036280,2024-05-07,2024-08-04,2024-08-31,,33
766118.6258768544,387182.6423672181,60629.75736154181,86343.48809334017,25713.730731798365,21,10,Self,348464.3781304963,75310.71971069644,11.274596554026385,0,CLM_685171,TPIN_12372009,2024-07-28,2024-10-25,2024-11-15,,15
425484.10830292315,249691.64375173408,28126.79432819025,50071.43057360246,21944.63624541221,10,12,Tax Agent,224722.4793765607,2121.469993050161,19.14068141052183,0,CLM_129680,TPIN_18623041,2024-05-06,2024-08-03,2024-08-15,,27
8913844.818092458,6113409.875994966,448069.59073559864,1121136.4089643925,673066.8182287938,271,21,Tax Agent,5502068.88839547,355127.9934812035,12.193330587033573,0,CLM_838563,TPIN_24885447,2024-12-04,2025-03-03,2025-03-28,,52
265351.4217861587,27186.248271454748,38106.427762352636,106746.54869125242,68640.12092889979,5,7,Self,21748.9986171638,3201.4866925844863,2.359707777356255,1,CLM_563735,TPIN_73965657,2024-10-26,2025-01-23,2025-02-02,inflated_inputs,29
4315516.172955904,2965072.4209843976,216071.00031544105,521209.0498104789,305138.0494950378,183,9,Tax Agent,2668565.178885958,216082.60984238793,13.976573751540279,0,CLM_468655,TPIN_70251437,2024-06-07,2024-09-04,2024-09-11,,15
471136.9066424778,284065.7766271754,29931.380802448384,50314.28297736681,20382.90217491843,20,26,Self,255659.19896445787,31610.40806071303,18.963723968218765,0,CLM_350278,TPIN_85646051,2024-08-09,2024-11-06,2024-12-05,,57
752954.1674624408,95213.43340100064,127836.4397476301,100240.21812032654,0.0,92,11,Tax Agent,85692.09006090058,35203.63889303218,18.019282189075728,0,CLM_545278,TPIN_71388878,2024-04-24,2024-07-22,2024-08-13,,36
274632.6886967298,206940.89139026083,10830.687569035032,31308.696984532835,20478.009415497803,13,15,Tax Agent,186246.80225123477,5023.661498124015,4.787168269164093,0,CLM_346256,TPIN_67593159,2024-12-10,2025-03-09,2025-03-29,,45
335237.4550421788,210003.1588519863,20037.487390430797,40590.1277793766,20552.6403889458,10,23,Tax Agent,189002.8429667877,10976.376893327137,6.603386627869407,0,CLM_399488,TPIN_90735137,2024-06-01,2024-08-29,2024-09-15,,29
383272.47823327995,265480.11918070633,18846.77744841178,42589.04752669815,23742.270078286372,10,17,Self,238932.1072626357,18880.96445614856,4.001554681510724,0,CLM_629036,TPIN_48538877,2024-11-22,2025-02-19,2025-03-20,,42
497306.07857189863,421428.5151798698,12140.410142724617,58973.33688433244,46832.92674160782,17,20,Self,379285.6636618828,31368.59641351948,7.133704448247453,0,CLM_457092,TPIN_47770077,2024-01-30,2024-04-28,2024-05-14,,49
1643801.056663302,1206504.5369705441,69967.44315084127,175310.16637890905,105342.72322806779,256,29,Self,1085854.0832734897,82497.3665405195,19.621052405383914,0,CLM_627831,TPIN_79905511,2024-02-17,2024-05-16,2024-06-14,,55
6284067.111715982,5298225.019208659,157734.73480117158,617887.4644951643,460152.72969399276,219,23,Self,4768402.517287794,151097.60588537925,3.7569799681347353,0,CLM_289721,TPIN_70269099,2024-07-13,2024-10-10,2024-11-08,,10
345439.2275077646,207064.24667506793,22139.996933231465,37316.9870911551,15176.990157923632,10,26,Tax Agent,186357.82200756113,18154.342234418982,9.08669761272208,0,CLM_813729,TPIN_90743850,2024-05-18,2024-08-15,2024-08-31,,18
703616.2766777579,550835.9355649436,24444.854578050283,69526.592534709,45081.73795665871,18,14,Self,495752.34200844925,2335.746760585232,12.797141980576056,0,CLM_309002,TPIN_28679259,2024-11-23,2025-02-20,2025-02-25,,26
1489554.4093403856,1133566.5858284235,56958.051761913935,152736.99881635647,95778.94705444254,90,29,Self,1020209.9272455812,63866.3594355186,3.215507370065791,0,CLM_787843,TPIN_11341915,2024-04-13,2024-07-11,2024-08-08,,14
1466568.5696268405,827352.3303964249,102274.59827686651,154783.25650403913,52508.65822717262,56,22,Self,744617.0973567824,37983.55007580107,14.442327400458986,0,CLM_348339,TPIN_50662816,2024-02-07,2024-05-06,2024-05-29,,37
341551.1958496352,190628.80170017996,24147.583063912836,43698.61898354334,19551.035919630503,10,20,Self,171565.92153016196,7676.364430672762,10.755363781839558,0,CLM_556356,TPIN_91365004,2024-10-15,2025-01-12,2025-01-20,,24
275825.1767091595,194231.69072722492,13054.957757109534,29334.475434804666,16279.517677695132,14,20,Self,174808.52165450243,19663.09054973563,10.500075663611678,0,CLM_473957,TPIN_47413236,2024-10-03,2024-12-31,2025-01-07,,33
1553626.292225547,1170869.9131385637,61241.02065391731,210338.8992836647,149097.8786297474,138,28,Self,1053782.9218247074,70865.12244189452,6.622968342207056,0,CLM_452053,TPIN_84872276,2024-04-15,2024-07-13,2024-07-30,,19
369609.1786406531,200242.7871429033,27098.622639639965,42195.50053421218,15096.877894572215,13,27,Tax Agent,180218.508428613,26582.165001263464,13.03138593134055,0,CLM_616656,TPIN_61462171,2024-01-16,2024-04-14,2024-04-28,,15
351473.73336984194,304310.00221674267,7546.196984495884,34250.19863870998,26704.0016542141,22,28,Tax Agent,273879.0019950684,17421.301094435476,2.7397876763543265,0,CLM_628382,TPIN_13214194,2024-10-30,2025-01-27,2025-02-07,,23
301973.12163576006,172295.22293213478,20748.463792580045,38806.359363792224,18057.89557121218,10,16,Tax Agent,155065.70063892132,8004.980379988114,10.379101997494635,0,CLM_869362,TPIN_56985134,2024-07-16,2024-10-13,2024-10-25,,18
1707675.2769742666,70106.13232588395,214813.26487970896,168699.15218237363,0.0,76,16,Tax Agent,63095.51909329556,6269.378593098642,15.268383451219503,0,CLM_785611,TPIN_25020117,2024-09-09,2024-12-07,2024-12-25,,36
696198.6671620399,510322.76564651856,29740.144242483417,69309.40346683975,39569.259224356334,25,27,Self,459290.4890818667,59663.098331571244,10.89380748365191,0,CLM_151588,TPIN_33196230,2024-01-15,2024-04-13,2024-04-26,,50
1854812.4874751081,93035.79708224752,257168.9627521148,213413.37664129474,0.0,58,29,Self,83732.21737402277,26074.7923322655,8.45358830065719,0,CLM_927344,TPIN_25148732,2024-01-04,2024-04-02,2024-04-29,,50
79722.18532783746,48528.899341519864,4990.925757810815,11307.579968723323,6316.654210912508,8,1,Self,38823.11947321589,2390.2165368219794,1.1045654756036674,1,CLM_451017,TPIN_70513148,2024-02-18,2024-05-17,2024-05-24,ghost_business,5
174565.53886653073,139426.92346310112,5622.178464548737,19030.918506894126,13408.74004234539,10,11,Tax Agent,125484.23111679101,374.2661870290312,19.256559344577173,0,CLM_646588,TPIN_60973961,2024-01-15,2024-04-13,2024-05-10,,56
1748338.6752558583,1466051.059466359,45166.0185263199,215287.87532868047,170121.85680236056,36,9,Tax Agent,1319445.9535197231,23989.796257466394,4.840885663396374,0,CLM_121536,TPIN_47433411,2024-10-30,2025-01-27,2025-02-11,,47
374387.09439319366,189796.25485607886,29534.53432593837,40780.19897414279,11245.66464820442,10,14,Tax Agent,170816.62937047097,18301.785078643752,11.280728514426505,0,CLM_599115,TPIN_14273445,2024-01-12,2024-04-10,2024-04-24,,22
1867405.276789435,1269161.6233387734,95718.98455210586,230191.20123518666,134472.2166830808,71,17,Tax Agent,1142245.461004896,55074.661860584405,11.962729164517903,0,CLM_638291,TPIN_53228451,2024-03-21,2024-06-18,2024-07-12,,13
1772909.8278481697,1516647.8487482984,41001.91665597942,204512.23815646206,163510.32150048265,46,16,Tax Agent,1364983.0638734687,99628.33269477183,5.500343345281648,0,CLM_576857,TPIN_96986866,2024-12-13,2025-03-12,2025-03-24,,27
412309.2939548758,266151.59501161356,23385.231830921955,51720.96866063012,28335.736829708163,14,29,Self,239536.43551045223,22062.949865251587,18.578531288968435,0,CLM_244973,TPIN_50111939,2024-10-11,2025-01-08,2025-02-04,,33
121631.40038525095,50191.71392356467,11430.349833869805,33038.97305215679,21608.623218286986,9,1,Self,40153.37113885174,3639.083441120064,0.679639093257505,1,CLM_475102,TPIN_86434588,2024-10-30,2025-01-27,2025-02-19,ghost_business,6
8491624.243309524,7060067.424798475,229049.09096176788,1008705.7271778504,779656.6362160826,452,18,Tax Agent,6354060.682318627,581622.5496499493,12.073070103771371,0,CLM_753416,TPIN_47109522,2024-08-27,2024-11-24,2024-12-07,,34
190734.84093019806,139274.6585502442,8233.629180792617,21541.126053148415,13307.496872355798,10,20,Tax Agent,125347.19269521978,15824.672375513028,3.2002814065344425,0,CLM_626238,TPIN_72606357,2024-04-08,2024-07-06,2024-07-28,,17
922937.4907139682,79711.04582584876,139131.84299532423,122049.97203063643,0.0,117,14,Self,71739.9412432639,42877.328515365974,13.791961472864715,0,CLM_405383,TPIN_25407115,2024-04-12,2024-07-10,2024-07-31,,28
360990.58392282436,67253.96286035665,46997.85936999483,105080.93415746487,58083.07478747004,9,5,Self,53803.17028828533,9491.67935358793,0.8414723459410598,1,CLM_883517,TPIN_26048029,2024-03-26,2024-06-23,2024-07-12,inflated_inputs,23
506972.25338792097,6276.334403540581,74450.09517605026,68538.76320724815,0.0,21,28,Self,5648.700963186523,8129.7617119280885,11.200890728743703,0,CLM_865647,TPIN_85504058,2024-01-19,2024-04-17,2024-05-06,,13
1478166.2858280921,1247779.486480014,36861.88789569251,150197.55013967986,113335.66224398735,60,24,Tax Agent,1123001.5378320126,136387.0506676349,2.4079757792421796,0,CLM_452431,TPIN_35994268,2024-09-03,2024-12-01,2024-12-07,,23
116391.43015876795,47101.406251960834,11086.40382508914,21634.709895589913,10548.306070500772,4,4,Self,37681.12500156867,2097.7191789753892,0.534741397078808,1,CLM_188104,TPIN_59251604,2024-04-04,2024-07-02,2024-07-22,ghost_business,28
676179.0235965854,531018.5308276167,23225.67884303499,92276.83990972533,69051.16106669034,25,5,Self,424814.82466209336,14361.540962826835,2.4074153910488643,1,CLM_624966,TPIN_15026533,2024-02-06,2024-05-05,2024-05-29,fake_exports,24
171465.12213564117,138223.6885656441,5318.629371199533,21853.722306103165,16535.09293490363,10,12,Tax Agent,124401.31970907967,5311.394742289819,7.205208569415976,0,CLM_769764,TPIN_46114822,2024-08-02,2024-10-30,2024-11-18,,21
100492.73406657035,74297.38412877572,4191.255990047141,12088.497886477713,7897.2418964305725,10,16,Tax Agent,66867.64571589815,645.25316381886,10.848701841345864,0,CLM_891541,TPIN_67661940,2024-11-11,2025-02-08,2025-02-15,,42
442125.7857451753,324947.4492127731,18748.533845184353,58167.70243857219,39419.16859338783,10,21,Self,292452.70429149584,37904.673762097314,10.87838292680205,0,CLM_676231,TPIN_60662660,2024-12-17,2025-03-16,2025-04-06,,19
2754298.3469942273,1787787.1499012748,154641.7915348724,572894.0561747992,418252.26463992684,16,12,Self,1430229.7199210199,35213.9027536435,3.717050097312476,1,CLM_727816,TPIN_66059521,2024-12-22,2025-03-21,2025-04-05,carousel,29
67812.67828665407,9513.428945720367,9327.879894549393,20839.536969304612,11511.65707475522,7,3,Self,7610.743156576294,3007.450773438691,2.105899559291945,1,CLM_761645,TPIN_77666376,2024-07-03,2024-09-30,2024-10-22,inflated_inputs,10
463825.7709521205,281937.42415136646,29102.135488120643,59734.76672125836,30632.63123313772,10,13,Tax Agent,253743.68173622983,31488.54425612204,9.446708574380548,0,CLM_284100,TPIN_22350251,2024-04-23,2024-07-21,2024-08-04,,19
648336.2599734755,361702.37346489617,45861.42184137269,70187.78733280195,24326.365491429257,16,12,Tax Agent,325532.13611840655,27560.95599286053,19.87707949749279,0,CLM_795902,TPIN_18304860,2024-12-02,2025-03-01,2025-03-16,,38
2613997.2297341544,1612743.1706381785,160200.64945535615,543711.4237847042,383510.774329348,17,9,Self,1290194.536510543,7977.098563540882,3.0707792253792423,1,CLM_773930,TPIN_27468514,2024-02-09,2024-05-08,2024-05-18,carousel,21
485391.978989731,263673.5744927806,35474.94471951207,55887.859080943876,20412.91436143181,15,16,Tax Agent,237306.21704350255,5120.0809605931845,3.026484452065149,0,CLM_694699,TPIN_33254222,2024-12-07,2025-03-06,2025-03-21,,54
300689.85871333035,261585.04259778754,6256.770578486849,31840.062247834565,25583.291669347716,10,25,Self,235426.5383380088,25583.07404724129,12.36371390689216,0,CLM_379052,TPIN_29288894,2024-11-26,2025-02-23,2025-03-08,,22
323256.5973611769,219287.44347086555,16635.06462244982,31931.11632791198,15296.05170546216,12,19,Tax Agent,197358.699123779,26739.35626293149,5.900316391802048,0,CLM_829692,TPIN_97470404,2024-10-11,2025-01-08,2025-01-14,,10
7488317.589984227,602049.5569403792,865759.0068598032,755767.58072541,0.0,176,17,Tax Agent,541844.6012463412,697853.1167645326,2.823974109717061,0,CLM_133512,TPIN_97697887,2024-05-01,2024-07-29,2024-08-14,,39
328738.6399145278,176962.36181996576,24284.20449512993,33667.368637993204,9383.164142863276,37,27,Self,159266.1256379692,20860.115026442334,3.294010182800241,0,CLM_354477,TPIN_74696951,2024-04-04,2024-07-02,2024-07-15,,43
1044136.8419989181,881697.558248526,25990.285400062745,109405.09788963839,83414.81248957565,21,19,Tax Agent,793527.8024236733,50894.48720319958,17.63242356616243,0,CLM_190093,TPIN_19944790,2024-01-20,2024-04-18,2024-04-27,,26
435012.33363042225,324429.7236384268,17693.21759871927,51874.27113124755,34181.05353252828,26,20,Tax Agent,291986.75127458415,28790.62073477627,5.922044833281392,0,CLM_815879,TPIN_21917042,2024-12-01,2025-02-28,2025-03-08,,27
5357818.535408978,4047351.7307981774,209674.68873772817,599560.1247984553,389885.4360607271,308,10,Tax Agent,3642616.55771836,388132.52228024264,7.773369327886294,0,CLM_803650,TPIN_11074961,2024-08-23,2024-11-20,2024-12-18,,26
479590.9376478384,121936.08515502432,60293.58262919778,52429.63398065046,0.0,19,8,Self,109742.47663952189,19154.94160137622,12.956315970863017,0,CLM_430657,TPIN_97638858,2024-08-18,2024-11-15,2024-11-28,,52
1556394.9302305186,1001053.1886699417,88854.6786496923,204271.85963700907,115417.18098731677,45,26,Tax Agent,900947.8698029476,43726.57717339411,14.050476178608905,0,CLM_122474,TPIN_52624907,2024-09-15,2024-12-13,2024-12-25,,15
126718.188753232,1052.6548609871586,20106.485422759175,56863.37626442863,36756.89084166946,13,5,Self,842.123888789727,618.0571574003525,2.6854994265025542,1,CLM_174137,TPIN_96838669,2024-06-10,2024-09-07,2024-09-24,inflated_inputs,11
1732565.3429383012,897135.3990944137,133668.791015022,232591.05396254556,98922.26294752356,71,26,Tax Agent,807421.8591849724,161762.27053472147,17.506062585278265,0,CLM_168273,TPIN_96353224,2024-12-05,2025-03-04,2025-04-02,,19
249426.51441563223,146094.1052392215,16533.185468225718,29782.739639666223,13249.554171440504,10,8,Self,131484.69471529935,8884.854725803356,11.83557822248185,0,CLM_927767,TPIN_36288869,2024-11-26,2025-02-23,2025-03-10,,11
348866.76966944314,256098.9551785256,14842.850318546807,37410.84349343749,22567.993174890682,10,28,Tax Agent,230489.05966067303,14132.66704491493,17.003713367787928,0,CLM_442925,TPIN_91293804,2024-03-18,2024-06-15,2024-07-13,,25
3798503.1960814763,3418099.24527892,60864.632128409,439978.1630583015,379113.5309298925,95,19,Self,3076289.320751028,253715.98589460828,6.860036806050448,0,CLM_971612,TPIN_43920531,2024-03-21,2024-06-18,2024-06-23,,27
1692824.8797955741,1502576.8412029906,30439.68617481336,194152.61509816066,163712.9289233473,54,23,Self,1352319.1570826916,148243.55871478232,18.240421215732166,0,CLM_732549,TPIN_52569794,2024-01-04,2024-04-02,2024-04-18,,32
474103.15013032965,94571.85412619836,60725.00736066101,204730.97462183403,144005.967261173,14,5,Self,75657.48330095869,18292.136951180248,2.2711196145407078,1,CLM_784213,TPIN_93290280,2024-08-05,2024-11-02,2024-11-15,inflated_inputs,29
1897610.6049747623,1705534.0173288994,30732.25402333807,236833.7554821472,206101.50145880913,105,15,Tax Agent,1534980.6155960094,10838.613493782917,7.755377517338508,0,CLM_866941,TPIN_36592372,2024-10-02,2024-12-30,2025-01-18,,25
115272.78836064182,11422.61421446258,16616.027863388677,64896.379817849884,48280.351954461206,7,5,Self,9138.091371570064,2485.4945220924687,2.2930136997360964,1,CLM_773366,TPIN_22023246,2024-03-26,2024-06-23,2024-07-17,inflated_inputs,17
2906428.0378197134,1922428.9266522045,157439.8577868014,364801.47597507143,207361.61818827002,79,16,Tax Agent,1730186.033986984,21519.837812280522,11.354676732100716,0,CLM_159778,TPIN_86591881,2024-08-05,2024-11-02,2024-11-16,,59
568557.2369578813,330222.09984063107,38133.62193876003,72592.59185190721,34458.969913147186,14,10,Self,297199.88985656796,18664.158819524895,10.225646473304089,0,CLM_255205,TPIN_27300782,2024-10-01,2024-12-29,2025-01-27,,23
1757238.80210163,276871.7055584119,216553.8878643702,183338.1327835895,0.0,58,22,Tax Agent,249184.53500257072,63968.31939346925,8.62958687756117,0,CLM_160664,TPIN_37680872,2024-07-26,2024-10-23,2024-11-16,,26
116175.53248506454,99576.06367505154,2655.9150096020803,15791.987146522713,13136.072136920633,10,10,Tax Agent,89618.45730754638,10487.635376317596,18.849323033530165,0,CLM_379747,TPIN_27927891,2024-11-22,2025-02-19,2025-03-02,,12
204239.15454871044,32976.477875798024,28977.751970470217,23960.30562520448,0.0,10,25,Self,29678.830088218223,889.6796571677502,3.2907893759287883,0,CLM_829490,TPIN_19974890,2024-01-12,2024-04-10,2024-04-29,,54
1879902.0976720925,971486.7932598855,145346.4487059531,210216.8270562259,64870.378350272804,37,23,Tax Agent,874338.113933897,139956.52859581445,18.125604904841623,0,CLM_847750,TPIN_65909089,2024-05-22,2024-08-19,2024-08-29,,24
315841.89400533034,15058.793536634146,39254.28129989289,36599.75487368621,0.0,10,26,Self,13552.914182970731,21923.957089218336,5.287987904696808,0,CLM_200513,TPIN_92169823,2024-07-17,2024-10-14,2024-10-28,,22
146632.9139245689,59962.472729891604,13867.270591148366,21924.97836130812,8057.707770159754,8,4,Self,47969.978183913285,4637.513483774228,0.3674496688641077,1,CLM_889350,TPIN_17451715,2024-02-06,2024-05-05,2024-05-10,ghost_business,29
352599.64266939904,230657.02208394982,19510.819293671873,38893.144295294,19382.325001622125,69,21,Tax Agent,207591.31987555485,11089.346049908152,14.788357104736146,0,CLM_179297,TPIN_85343655,2024-09-15,2024-12-13,2024-12-24,,57
475365.4975432576,316558.2670183459,25409.156883985877,53285.334011170286,27876.177127184408,21,11,Self,284902.4403165113,21025.12148885797,15.621143007234224,0,CLM_622313,TPIN_67705020,2024-07-01,2024-09-28,2024-10-17,,36
815792.7326609194,122721.69302926114,99036.04511794154,85939.67770961327,0.0,20,11,Tax Agent,110449.52372633503,48341.28171056332,18.600019726787483,0,CLM_278168,TPIN_95609560,2024-10-06,2025-01-03,2025-01-20,,39
301113.48430878867,56115.5219984666,37135.9095843862,28949.491497082396,0.0,14,27,Tax Agent,50503.96979861994,24207.823773948694,8.8067290392643,0,CLM_903100,TPIN_56450800,2024-08-01,2024-10-29,2024-11-16,,38
158763.5636091708,114446.99003470725,7090.651771914165,20022.098658781095,12931.44688686693,10,21,Self,103002.29103123653,1951.3817347824115,2.729165112943793,0,CLM_914892,TPIN_59794246,2024-04-02,2024-06-30,2024-07-23,,51
317701.5637403452,91164.2849869176,36245.96460054842,41767.92446047248,5521.9598599240635,25,13,Tax Agent,82047.85648822584,16902.151410229133,17.487752025593768,0,CLM_328339,TPIN_42342081,2024-12-22,2025-03-21,2025-03-28,,29
2890514.571820401,1690517.9083337926,191999.46615785736,332188.86514375394,140189.39898589658,59,21,Tax Agent,1521466.1175004134,220339.64647002588,11.532587647489214,0,CLM_478147,TPIN_49010377,2024-12-10,2025-03-09,2025-03-22,,58
472777.65586174885,129575.78120334123,68113.72877295355,55321.802845808736,0.0,19,9,Tax Agent,116618.20308300712,19020.29583167623,11.578389312482344,0,CLM_455642,TPIN_83170646,2024-12-06,2025-03-05,2025-03-22,,32
710222.46403479,631662.8675890291,12569.535431321749,95968.67601410113,83399.14058277938,23,4,Self,505330.29407122335,21094.05820534501,0.3476095179440863,1,CLM_515973,TPIN_23940820,2024-07-13,2024-10-10,2024-10-21,fake_exports,15
109615.07866656355,95340.0714890316,2284.0011484051124,10569.379092535322,8285.37794413021,10,21,Tax Agent,85806.06434012845,727.3088937081216,2.0076163140827425,0,CLM_835712,TPIN_53620925,2024-08-18,2024-11-15,2024-12-13,,42
470716.9977637205,321096.4722032972,23939.284089667733,50194.972681734704,26255.68859206697,20,23,Self,288986.82498296746,10950.028083198156,8.418358987091707,0,CLM_221497,TPIN_63797372,2024-05-18,2024-08-15,2024-08-31,,47
459289.40753286483,336445.88157461444,19654.964153320063,50555.39780784014,30900.43365452008,29,14,Tax Agent,302801.293417153,45158.06879870401,19.848759959539734,0,CLM_163560,TPIN_33066172,2024-06-04,2024-09-01,2024-09-26,,44
