transaction_id,claim_id,taxpayer_id,supplier_tpin,supplier_name,supplier_verified,invoice_number,invoice_date,gross_amount,vat_amount,net_amount,description,payment_method,payment_verified
PUR00010769-0010,CLM00010769,TPIN1000000769,TPIN1000000116,Supplier 0116,Yes,INV-93875,2024-05-31,130222,20835,109386,Goods for Resale,Cheque,Yes
PUR00010769-0011,CLM00010769,TPIN1000000769,TPIN1000000887,Supplier 0887,Yes,INV-722587,2024-04-11,155952,24952,130999,Equipment,Bank Transfer,Yes
PUR00010769-0012,CLM00010769,TPIN1000000769,TPIN1000000127,Supplier 0127,Yes,INV-455537,2024-06-28,169388,27102,142286,Raw Materials,Cash,Yes
PUR00010769-0013,CLM00010769,TPIN1000000769,TPIN1000000826,Supplier 0826,Yes,INV-352392,2024-05-28,62823,10052,52772,Goods for Resale,Cheque,Yes
PUR00010769-0014,CLM00010769,TPIN1000000769,TPIN1000000770,Supplier 0770,Yes,INV-904096,2024-05-30,197056,31529,165527,Raw Materials,Cash,Yes
PUR00010769-0015,CLM00010769,TPIN1000000769,TPIN1000000724,Supplier 0724,Yes,INV-373151,2024-04-04,167335,26774,140561,Goods for Resale,Cheque,Yes
PUR00010769-0016,CLM00010769,TPIN1000000769,TPIN1000000219,Supplier 0219,Yes,INV-33572,2024-06-26,191158,30585,160573,Goods for Resale,Bank Transfer,Yes
PUR00010769-0017,CLM00010769,TPIN1000000769,TPIN1000000036,Supplier 0036,Yes,INV-733028,2024-05-30,64283,10285,53997,Services,Cheque,Yes
PUR00010769-0018,CLM00010769,TPIN1000000769,TPIN1000000196,Supplier 0196,Yes,INV-317719,2024-06-24,95967,15355,80612,Services,Bank Transfer,Yes
PUR00010769-0019,CLM00010769,TPIN1000000769,TPIN1000000714,Supplier 0714,Yes,INV-173755,2024-06-25,99703,15952,83750,Equipment,Cash,Yes
PUR00010770-0001,CLM00010770,TPIN1000000770,TPIN1000000123,Supplier 0123,Yes,INV-703373,2024-05-29,102716,16435,86281,Services,Bank Transfer,Yes
PUR00010770-0002,CLM00010770,TPIN1000000770,TPIN1000000527,Supplier 0527,Yes,INV-512028,2024-06-03,135626,21700,113926,Equipment,Cash,Yes
PUR00010770-0003,CLM00010770,TPIN1000000770,TPIN1000000349,Supplier 0349,Yes,INV-418445,2024-06-11,18319,2931,15388,Services,Cash,Yes
PUR00010770-0004,CLM00010770,TPIN1000000770,TPIN1000000838,Supplier 0838,Yes,INV-309341,2024-05-12,177932,28469,149463,Equipment,Cheque,Yes
PUR00010770-0005,CLM00010770,TPIN1000000770,TPIN1000000256,Supplier 0256,Yes,INV-763494,2024-06-09,156475,25036,131439,Raw Materials,Cash,Yes
PUR00010770-0006,CLM00010770,TPIN1000000770,TPIN1000000907,Supplier 0907,Yes,INV-30390,2024-04-15,190115,30418,159697,Raw Materials,Bank Transfer,Yes
PUR00010770-0007,CLM00010770,TPIN1000000770,TPIN1000000465,Supplier 0465,Yes,INV-954359,2024-03-31,93016,14883,78133,Raw Materials,Bank Transfer,Yes
PUR00010770-0008,CLM00010770,TPIN1000000770,TPIN1000000807,Supplier 0807,Yes,INV-656977,2024-05-08,36146,5783,30362,Goods for Resale,Cheque,Yes
PUR00010770-0009,CLM00010770,TPIN1000000770,TPIN1000000092,Supplier 0092,Yes,INV-91540,2024-04-25,100369,16059,84310,Raw Materials,Cash,Yes
PUR00010771-0001,CLM00010771,TPIN1000000771,TPIN1000000234,Supplier 0234,Yes,INV-910971,2024-08-24,133273,21324,111950,Goods for Resale,Bank Transfer,Yes
PUR00010771-0002,CLM00010771,TPIN1000000771,TPIN1000000443,Supplier 0443,Yes,INV-755598,2024-09-02,63421,10147,53273,Goods for Resale,Bank Transfer,Yes
PUR00010771-0003,CLM00010771,TPIN1000000771,TPIN1000000185,Supplier 0185,Yes,INV-161810,2024-08-06,43676,6988,36688,Goods for Resale,Cheque,Yes
PUR00010771-0004,CLM00010771,TPIN1000000771,TPIN1000000179,Supplier 0179,Yes,INV-571234,2024-10-08,113234,18117,95116,Raw Materials,Cash,Yes
PUR00010771-0005,CLM00010771,TPIN1000000771,TPIN1000000418,Supplier 0418,Yes,INV-104516,2024-08-29,109930,17589,92341,Equipment,Bank Transfer,Yes
PUR00010771-0006,CLM00010771,TPIN1000000771,TPIN1000000913,Supplier 0913,Yes,INV-709211,2024-09-01,9368,1499,7869,Goods for Resale,Cheque,Yes
PUR00010771-0007,CLM00010771,TPIN1000000771,TPIN1000000945,Supplier 0945,Yes,INV-320589,2024-07-29,53101,8496,44605,Goods for Resale,Cheque,Yes
PUR00010771-0008,CLM00010771,TPIN1000000771,TPIN1000000838,Supplier 0838,Yes,INV-616681,2024-08-19,150884,24141,126742,Goods for Resale,Cash,Yes
PUR00010771-0009,CLM00010771,TPIN1000000771,TPIN1000000946,Supplier 0946,Yes,INV-748258,2024-07-31,107664,17226,90438,Services,Bank Transfer,Yes
PUR00010771-0010,CLM00010771,TPIN1000000771,TPIN1000000680,Supplier 0680,Yes,INV-665696,2024-09-19,106234,16998,89237,Services,Cheque,Yes
PUR00010771-0011,CLM00010771,TPIN1000000771,TPIN1000000063,Supplier 0063,Yes,INV-129855,2024-10-18,189039,30246,158793,Raw Materials,Bank Transfer,Yes
PUR00010771-0012,CLM00010771,TPIN1000000771,TPIN1000000993,Supplier 0993,Yes,INV-198472,2024-08-20,122338,19574,102764,Raw Materials,Cheque,Yes
PUR00010771-0013,CLM00010771,TPIN1000000771,TPIN1000000447,Supplier 0447,Yes,INV-223508,2024-08-27,61038,9766,51272,Services,Cheque,Yes
PUR00010771-0014,CLM00010771,TPIN1000000771,TPIN1000000734,Supplier 0734,Yes,INV-315947,2024-10-12,163624,26180,137444,Services,Cash,Yes
PUR00010771-0015,CLM00010771,TPIN1000000771,TPIN1000000339,Supplier 0339,Yes,INV-381211,2024-08-22,184422,29508,154915,Services,Cash,Yes
PUR00010771-0016,CLM00010771,TPIN1000000771,TPIN1000000869,Supplier 0869,Yes,INV-306396,2024-09-29,56947,9112,47836,Raw Materials,Bank Transfer,Yes
PUR00010771-0017,CLM00010771,TPIN1000000771,TPIN1000000221,Supplier 0221,Yes,INV-926609,2024-09-16,83198,13312,69886,Goods for Resale,Cheque,Yes
PUR00010771-0018,CLM00010771,TPIN1000000771,TPIN1000000372,Supplier 0372,Yes,INV-87941,2024-10-02,118835,19014,99821,Goods for Resale,Cash,Yes
PUR00010772-0001,CLM00010772,TPIN1000000772,TPIN1000000974,Supplier 0974,Yes,INV-104393,2023-11-07,163201,26112,137089,Equipment,Cheque,Yes
PUR00010772-0002,CLM00010772,TPIN1000000772,TPIN1000000105,Supplier 0105,Yes,INV-722668,2023-12-25,107955,17273,90682,Raw Materials,Cash,Yes
PUR00010772-0003,CLM00010772,TPIN1000000772,TPIN1000000555,Supplier 0555,Yes,INV-338406,2023-11-03,159669,25547,134122,Services,Cheque,Yes
PUR00010772-0004,CLM00010772,TPIN1000000772,TPIN1000000973,Supplier 0973,Yes,INV-561392,2023-12-08,64419,10307,54112,Equipment,Cheque,Yes
PUR00010772-0005,CLM00010772,TPIN1000000772,TPIN1000000867,Supplier 0867,Yes,INV-752952,2023-12-08,179748,28760,150989,Raw Materials,Cheque,Yes
PUR00010772-0006,CLM00010772,TPIN1000000772,TPIN1000000257,Supplier 0257,Yes,INV-657416,2023-12-05,166282,26605,139677,Raw Materials,Bank Transfer,Yes
PUR00010772-0007,CLM00010772,TPIN1000000772,TPIN1000000950,Supplier 0950,Yes,INV-60517,2023-11-05,65441,10470,54970,Services,Cheque,Yes
PUR00010772-0008,CLM00010772,TPIN1000000772,TPIN1000000676,Supplier 0676,Yes,INV-101134,2023-11-29,177186,28350,148837,Equipment,Cash,Yes
PUR00010772-0009,CLM00010772,TPIN1000000772,TPIN1000000968,Supplier 0968,Yes,INV-575493,2023-12-30,152887,24462,128425,Goods for Resale,Cash,Yes
PUR00010772-0010,CLM00010772,TPIN1000000772,TPIN1000000478,Supplier 0478,Yes,INV-719268,2023-12-30,149929,23989,125940,Goods for Resale,Cheque,Yes
PUR00010772-0011,CLM00010772,TPIN1000000772,TPIN1000000023,Supplier 0023,Yes,INV-732938,2023-12-22,114051,18248,95803,Services,Cheque,Yes
PUR00010772-0012,CLM00010772,TPIN1000000772,TPIN1000000212,Supplier 0212,Yes,INV-170614,2023-10-17,114130,18261,95870,Services,Cash,Yes
PUR00010772-0013,CLM00010772,TPIN1000000772,TPIN1000000378,Supplier 0378,Yes,INV-845446,2023-10-28,69510,11122,58388,Raw Materials,Cash,Yes
PUR00010772-0014,CLM00010772,TPIN1000000772,TPIN1000000335,Supplier 0335,Yes,INV-555556,2023-10-13,98424,15748,82676,Equipment,Cheque,Yes
PUR00010772-0015,CLM00010772,TPIN1000000772,TPIN1000000075,Supplier 0075,Yes,INV-922344,2023-10-30,47067,7531,39536,Raw Materials,Bank Transfer,Yes
PUR00010773-0001,CLM00010773,TPIN1000000773,TPIN1000000522,Supplier 0522,Yes,INV-626445,2024-02-23,97635,15622,82013,Raw Materials,Bank Transfer,Yes
PUR00010773-0002,CLM00010773,TPIN1000000773,TPIN1000000053,Supplier 0053,Yes,INV-437422,2024-04-25,160180,25629,134551,Raw Materials,Bank Transfer,Yes
PUR00010773-0003,CLM00010773,TPIN1000000773,TPIN1000000867,Supplier 0867,Yes,INV-307911,2024-02-16,200622,32100,168522,Raw Materials,Cheque,Yes
PUR00010773-0004,CLM00010773,TPIN1000000773,TPIN1000000498,Supplier 0498,Yes,INV-505091,2024-04-06,14971,2395,12576,Equipment,Cheque,Yes
PUR00010773-0005,CLM00010773,TPIN1000000773,TPIN1000000206,Supplier 0206,Yes,INV-132278,2024-03-15,90358,14457,75901,Goods for Resale,Cheque,Yes
PUR00010773-0006,CLM00010773,TPIN1000000773,TPIN1000000612,Supplier 0612,Yes,INV-481644,2024-04-11,21517,3443,18074,Raw Materials,Cash,Yes
PUR00010773-0007,CLM00010773,TPIN1000000773,TPIN1000000909,Supplier 0909,Yes,INV-552864,2024-02-20,141271,22603,118667,Equipment,Cash,Yes
PUR00010773-0008,CLM00010773,TPIN1000000773,TPIN1000000666,Supplier 0666,Yes,INV-34475,2024-04-01,198593,31775,166818,Goods for Resale,Cash,Yes
PUR00010773-0009,CLM00010773,TPIN1000000773,TPIN1000000555,Supplier 0555,Yes,INV-614519,2024-02-02,85548,13688,71861,Services,Bank Transfer,Yes
PUR00010773-0010,CLM00010773,TPIN1000000773,TPIN1000000853,Supplier 0853,Yes,INV-755291,2024-02-10,119016,19043,99974,Raw Materials,Cash,Yes
PUR00010773-0011,CLM00010773,TPIN1000000773,TPIN1000000135,Supplier 0135,Yes,INV-541986,2024-03-05,23646,3783,19863,Services,Cash,Yes
PUR00010773-0012,CLM00010773,TPIN1000000773,TPIN1000000653,Supplier 0653,Yes,INV-492478,2024-03-22,126529,20245,106284,Raw Materials,Cheque,Yes
PUR00010773-0013,CLM00010773,TPIN1000000773,TPIN1000000486,Supplier 0486,Yes,INV-455209,2024-03-11,150852,24136,126715,Services,Cheque,Yes
PUR00010773-0014,CLM00010773,TPIN1000000773,TPIN1000000977,Supplier 0977,Yes,INV-640028,2024-04-12,151592,24255,127338,Goods for Resale,Bank Transfer,Yes
PUR00010773-0015,CLM00010773,TPIN1000000773,TPIN1000000251,Supplier 0251,Yes,INV-391203,2024-03-23,91981,14717,77264,Goods for Resale,Bank Transfer,Yes
PUR00010773-0016,CLM00010773,TPIN1000000773,TPIN1000000777,Supplier 0777,Yes,INV-454465,2024-03-18,15267,2443,12824,Raw Materials,Cheque,Yes
PUR00010773-0017,CLM00010773,TPIN1000000773,TPIN1000000157,Supplier 0157,Yes,INV-256632,2024-02-14,86875,13900,72975,Services,Bank Transfer,Yes
PUR00010773-0018,CLM00010773,TPIN1000000773,TPIN1000000213,Supplier 0213,Yes,INV-713454,2024-03-15,133319,21331,111988,Equipment,Cheque,Yes
PUR00010773-0019,CLM00010773,TPIN1000000773,TPIN1000000035,Supplier 0035,Yes,INV-411002,2024-04-05,70370,11259,59111,Raw Materials,Cheque,Yes
PUR00010774-0001,CLM00010774,TPIN1000000774,TPIN1000000097,Supplier 0097,Yes,INV-800467,2024-01-05,148716,23795,124922,Goods for Resale,Cash,Yes
PUR00010774-0002,CLM00010774,TPIN1000000774,TPIN1000000577,Supplier 0577,Yes,INV-732483,2023-12-23,12724,2036,10689,Raw Materials,Cash,Yes
PUR00010774-0003,CLM00010774,TPIN1000000774,TPIN1000000920,Supplier 0920,Yes,INV-325240,2023-11-03,21006,3361,17645,Raw Materials,Bank Transfer,Yes
PUR00010774-0004,CLM00010774,TPIN1000000774,TPIN1000000030,Supplier 0030,Yes,INV-146476,2023-10-22,30056,4809,25247,Raw Materials,Cash,Yes
PUR00010774-0005,CLM00010774,TPIN1000000774,TPIN1000000112,Supplier 0112,Yes,INV-757187,2023-11-13,119590,19134,100456,Services,Cash,Yes
PUR00010774-0006,CLM00010774,TPIN1000000774,TPIN1000000478,Supplier 0478,Yes,INV-696055,2023-10-31,104877,16780,88096,Goods for Resale,Cash,Yes
PUR00010774-0007,CLM00010774,TPIN1000000774,TPIN1000000995,Supplier 0995,Yes,INV-476402,2023-12-05,59029,9445,49584,Services,Cash,Yes
PUR00010774-0008,CLM00010774,TPIN1000000774,TPIN1000000955,Supplier 0955,Yes,INV-206085,2023-11-02,126485,20238,106247,Goods for Resale,Cash,Yes
PUR00010774-0009,CLM00010774,TPIN1000000774,TPIN1000000864,Supplier 0864,Yes,INV-13081,2023-11-26,172691,27631,145061,Equipment,Bank Transfer,Yes
PUR00010774-0010,CLM00010774,TPIN1000000774,TPIN1000000325,Supplier 0325,Yes,INV-935894,2024-01-04,120885,19342,101543,Services,Bank Transfer,Yes
PUR00010774-0011,CLM00010774,TPIN1000000774,TPIN1000000323,Supplier 0323,Yes,INV-667313,2023-11-19,129209,20673,108535,Goods for Resale,Cheque,Yes
PUR00010774-0012,CLM00010774,TPIN1000000774,TPIN1000000291,Supplier 0291,Yes,INV-812117,2023-11-29,17345,2775,14569,Goods for Resale,Cash,Yes
PUR00010774-0013,CLM00010774,TPIN1000000774,TPIN1000000400,Supplier 0400,Yes,INV-493207,2023-11-09,110773,17724,93049,Raw Materials,Bank Transfer,Yes
PUR00010774-0014,CLM00010774,TPIN1000000774,TPIN1000000042,Supplier 0042,Yes,INV-288373,2023-11-21,21242,3399,17843,Raw Materials,Cash,Yes
PUR00010774-0015,CLM00010774,TPIN1000000774,TPIN1000000842,Supplier 0842,Yes,INV-239873,2024-01-10,43508,6961,36547,Equipment,Cheque,Yes
PUR00010775-0001,CLM00010775,TPIN1000000775,TPIN1000000926,Supplier 0926,Yes,INV-97041,2023-11-22,69969,11195,58774,Goods for Resale,Cheque,Yes
PUR00010775-0002,CLM00010775,TPIN1000000775,TPIN1000000058,Supplier 0058,Yes,INV-731337,2023-12-09,176894,28303,148591,Equipment,Cash,Yes
PUR00010775-0003,CLM00010775,TPIN1000000775,TPIN1000000677,Supplier 0677,Yes,INV-557800,2023-12-23,16173,2588,13585,Goods for Resale,Cash,Yes
PUR00010775-0004,CLM00010775,TPIN1000000775,TPIN1000000543,Supplier 0543,Yes,INV-394593,2023-12-07,58160,9306,48854,Equipment,Cash,Yes
PUR00010775-0005,CLM00010775,TPIN1000000775,TPIN1000000397,Supplier 0397,Yes,INV-201174,2023-11-16,28402,4544,23857,Goods for Resale,Cheque,Yes
PUR00010775-0006,CLM00010775,TPIN1000000775,TPIN1000000681,Supplier 0681,Yes,INV-206787,2023-10-21,195737,31318,164419,Goods for Resale,Bank Transfer,Yes
PUR00010775-0007,CLM00010775,TPIN1000000775,TPIN1000000388,Supplier 0388,Yes,INV-108923,2023-10-06,86014,13762,72252,Services,Cash,Yes
PUR00010775-0008,CLM00010775,TPIN1000000775,TPIN1000000830,Supplier 0830,Yes,INV-405745,2023-11-12,172024,27524,144500,Services,Bank Transfer,Yes
PUR00010775-0009,CLM00010775,TPIN1000000775,TPIN1000000000,Supplier 0000,Yes,INV-265252,2023-12-05,47564,7610,39954,Goods for Resale,Cash,Yes
PUR00010775-0010,CLM00010775,TPIN1000000775,TPIN1000000226,Supplier 0226,Yes,INV-90493,2023-11-22,82484,13197,69286,Raw Materials,Cash,Yes
PUR00010775-0011,CLM00010775,TPIN1000000775,TPIN1000000744,Supplier 0744,Yes,INV-284341,2023-10-20,159783,25565,134218,Services,Cheque,Yes
PUR00010775-0012,CLM00010775,TPIN1000000775,TPIN1000000965,Supplier 0965,Yes,INV-868270,2023-11-24,61895,9903,51992,Goods for Resale,Cheque,Yes
PUR00010775-0013,CLM00010775,TPIN1000000775,TPIN1000000054,Supplier 0054,Yes,INV-191583,2023-12-13,27489,4398,23090,Services,Cash,Yes
PUR00010776-0001,CLM00010776,TPIN1000000776,TPIN1000000929,Supplier 0929,Yes,INV-866040,2024-06-23,102734,16437,86297,Raw Materials,Bank Transfer,Yes
PUR00010776-0002,CLM00010776,TPIN1000000776,TPIN1000000474,Supplier 0474,Yes,INV-845128,2024-06-19,141427,22628,118799,Goods for Resale,Bank Transfer,Yes
PUR00010776-0003,CLM00010776,TPIN1000000776,TPIN1000000837,Supplier 0837,Yes,INV-598790,2024-06-24,147412,23586,123826,Equipment,Cash,Yes
PUR00010776-0004,CLM00010776,TPIN1000000776,TPIN1000000783,Supplier 0783,Yes,INV-684816,2024-04-04,173971,27835,146135,Goods for Resale,Bank Transfer,Yes
PUR00010776-0005,CLM00010776,TPIN1000000776,TPIN1000000923,Supplier 0923,Yes,INV-817833,2024-04-09,55542,8887,46655,Goods for Resale,Cheque,Yes
PUR00010776-0006,CLM00010776,TPIN1000000776,TPIN1000000759,Supplier 0759,Yes,INV-307440,2024-06-14,139590,22334,117255,Raw Materials,Bank Transfer,Yes
PUR00010776-0007,CLM00010776,TPIN1000000776,TPIN1000000553,Supplier 0553,Yes,INV-212826,2024-04-19,95483,15277,80206,Goods for Resale,Cheque,Yes
PUR00010776-0008,CLM00010776,TPIN1000000776,TPIN1000000960,Supplier 0960,Yes,INV-602741,2024-05-04,153665,24586,129079,Services,Cash,Yes
PUR00010776-0009,CLM00010776,TPIN1000000776,TPIN1000000605,Supplier 0605,Yes,INV-747454,2024-06-17,65000,10400,54600,Equipment,Cheque,Yes
PUR00010776-0010,CLM00010776,TPIN1000000776,TPIN1000000473,Supplier 0473,Yes,INV-853000,2024-05-30,110111,17618,92493,Raw Materials,Cheque,Yes
PUR00010776-0011,CLM00010776,TPIN1000000776,TPIN1000000227,Supplier 0227,Yes,INV-264339,2024-05-15,119049,19048,100001,Raw Materials,Cheque,Yes
PUR00010776-0012,CLM00010776,TPIN1000000776,TPIN1000000258,Supplier 0258,Yes,INV-323583,2024-05-22,41224,6596,34628,Raw Materials,Cheque,Yes
PUR00010776-0013,CLM00010776,TPIN1000000776,TPIN1000000497,Supplier 0497,Yes,INV-576679,2024-04-28,5280,845,4435,Equipment,Bank Transfer,Yes
PUR00010776-0014,CLM00010776,TPIN1000000776,TPIN1000000667,Supplier 0667,Yes,INV-135158,2024-05-15,181765,29082,152683,Equipment,Bank Transfer,Yes
PUR00010776-0015,CLM00010776,TPIN1000000776,TPIN1000000139,Supplier 0139,Yes,INV-256671,2024-06-05,193692,30991,162701,Goods for Resale,Bank Transfer,Yes
PUR00010776-0016,CLM00010776,TPIN1000000776,TPIN1000000989,Supplier 0989,Yes,INV-269241,2024-05-09,127725,20436,107289,Raw Materials,Cash,Yes
PUR00010776-0017,CLM00010776,TPIN1000000776,TPIN1000000053,Supplier 0053,Yes,INV-325971,2024-06-02,50729,8117,42613,Raw Materials,Bank Transfer,Yes
PUR00010776-0018,CLM00010776,TPIN1000000776,TPIN1000000598,Supplier 0598,Yes,INV-122213,2024-06-18,9368,1499,7869,Goods for Resale,Cash,Yes
PUR00010776-0019,CLM00010776,TPIN1000000776,TPIN1000000509,Supplier 0509,Yes,INV-393986,2024-05-20,54745,8759,45985,Services,Cash,Yes
PUR00010777-0001,CLM00010777,TPIN1000000777,TPIN1000000904,Supplier 0904,Yes,INV-380560,2023-12-17,10809,1729,9079,Services,Cash,Yes
PUR00010777-0002,CLM00010777,TPIN1000000777,TPIN1000000191,Supplier 0191,Yes,INV-281160,2023-12-03,152267,24363,127905,Services,Cash,Yes
PUR00010777-0003,CLM00010777,TPIN1000000777,TPIN1000000384,Supplier 0384,Yes,INV-572289,2023-12-11,126450,20232,106218,Raw Materials,Bank Transfer,Yes
PUR00010777-0004,CLM00010777,TPIN1000000777,TPIN1000000531,Supplier 0531,Yes,INV-28078,2024-01-23,51390,8222,43168,Services,Bank Transfer,Yes
PUR00010777-0005,CLM00010777,TPIN1000000777,TPIN1000000668,Supplier 0668,Yes,INV-66167,2024-01-08,134712,21554,113158,Equipment,Cash,Yes
PUR00010777-0006,CLM00010777,TPIN1000000777,TPIN1000000189,Supplier 0189,Yes,INV-367786,2024-02-15,61234,9797,51437,Equipment,Bank Transfer,Yes
PUR00010777-0007,CLM00010777,TPIN1000000777,TPIN1000000059,Supplier 0059,Yes,INV-776808,2024-01-02,190213,30434,159779,Raw Materials,Bank Transfer,Yes
PUR00010777-0008,CLM00010777,TPIN1000000777,TPIN1000000383,Supplier 0383,Yes,INV-166112,2024-01-11,53547,8568,44980,Services,Cash,Yes
PUR00010777-0009,CLM00010777,TPIN1000000777,TPIN1000000402,Supplier 0402,Yes,INV-176708,2024-02-06,43713,6994,36719,Equipment,Cheque,Yes
PUR00010777-0010,CLM00010777,TPIN1000000777,TPIN1000000092,Supplier 0092,Yes,INV-858378,2023-12-30,7045,1127,5918,Raw Materials,Cheque,Yes
PUR00010777-0011,CLM00010777,TPIN1000000777,TPIN1000000225,Supplier 0225,Yes,INV-597933,2023-11-25,58323,9332,48992,Equipment,Cash,Yes
PUR00010777-0012,CLM00010777,TPIN1000000777,TPIN1000000974,Supplier 0974,Yes,INV-538845,2024-01-06,30895,4943,25952,Equipment,Cheque,Yes
PUR00010777-0013,CLM00010777,TPIN1000000777,TPIN1000000085,Supplier 0085,Yes,INV-638257,2024-01-09,58966,9435,49532,Equipment,Cheque,Yes
PUR00010777-0014,CLM00010777,TPIN1000000777,TPIN1000000118,Supplier 0118,Yes,INV-648843,2024-01-11,91489,14638,76850,Services,Cheque,Yes
PUR00010777-0015,CLM00010777,TPIN1000000777,TPIN1000000659,Supplier 0659,Yes,INV-856435,2024-02-09,53704,8593,45111,Services,Cash,Yes
PUR00010777-0016,CLM00010777,TPIN1000000777,TPIN1000000331,Supplier 0331,Yes,INV-828510,2023-12-09,117890,18862,99027,Equipment,Cash,Yes
PUR00010777-0017,CLM00010777,TPIN1000000777,TPIN1000000777,Supplier 0777,Yes,INV-463232,2024-02-17,159148,25464,133685,Raw Materials,Cash,Yes
PUR00010778-0001,CLM00010778,TPIN1000000778,TPIN1000000625,Supplier 0625,Yes,INV-438568,2024-11-18,81432,13029,68403,Equipment,Bank Transfer,Yes
PUR00010778-0002,CLM00010778,TPIN1000000778,TPIN1000000332,Supplier 0332,Yes,INV-76971,2024-09-30,69413,11106,58307,Raw Materials,Cash,Yes
PUR00010778-0003,CLM00010778,TPIN1000000778,TPIN1000000660,Supplier 0660,Yes,INV-465399,2024-12-01,35424,5668,29756,Raw Materials,Cash,Yes
PUR00010778-0004,CLM00010778,TPIN1000000778,TPIN1000000421,Supplier 0421,Yes,INV-305280,2024-09-18,81113,12978,68135,Equipment,Cheque,Yes
PUR00010778-0005,CLM00010778,TPIN1000000778,TPIN1000000636,Supplier 0636,Yes,INV-612510,2024-09-12,159501,25520,133981,Equipment,Bank Transfer,Yes
PUR00010778-0006,CLM00010778,TPIN1000000778,TPIN1000000344,Supplier 0344,Yes,INV-821262,2024-09-08,202409,32386,170024,Services,Bank Transfer,Yes
PUR00010778-0007,CLM00010778,TPIN1000000778,TPIN1000000496,Supplier 0496,Yes,INV-720487,2024-09-24,107811,17250,90561,Goods for Resale,Cash,Yes
PUR00010778-0008,CLM00010778,TPIN1000000778,TPIN1000000819,Supplier 0819,Yes,INV-570326,2024-12-02,40084,6413,33670,Raw Materials,Cash,Yes
PUR00010778-0009,CLM00010778,TPIN1000000778,TPIN1000000511,Supplier 0511,Yes,INV-32744,2024-10-28,18441,2951,15490,Equipment,Bank Transfer,Yes
PUR00010778-0010,CLM00010778,TPIN1000000778,TPIN1000000865,Supplier 0865,Yes,INV-409259,2024-11-16,14743,2359,12384,Goods for Resale,Cash,Yes
PUR00010778-0011,CLM00010778,TPIN1000000778,TPIN1000000283,Supplier 0283,Yes,INV-422362,2024-11-27,61314,9810,51503,Equipment,Cash,Yes
PUR00010778-0012,CLM00010778,TPIN1000000778,TPIN1000000453,Supplier 0453,Yes,INV-632680,2024-10-09,14998,2400,12598,Services,Bank Transfer,Yes
PUR00010778-0013,CLM00010778,TPIN1000000778,TPIN1000000379,Supplier 0379,Yes,INV-455183,2024-09-27,12525,2004,10521,Services,Cheque,Yes
PUR00010778-0014,CLM00010778,TPIN1000000778,TPIN1000000352,Supplier 0352,Yes,INV-361263,2024-09-10,191202,30592,160610,Goods for Resale,Cheque,Yes
PUR00010778-0015,CLM00010778,TPIN1000000778,TPIN1000000197,Supplier 0197,Yes,INV-605133,2024-10-22,160743,25719,135024,Equipment,Cash,Yes
PUR00010778-0016,CLM00010778,TPIN1000000778,TPIN1000000397,Supplier 0397,Yes,INV-741699,2024-09-27,9462,1514,7948,Services,Cheque,Yes
PUR00010778-0017,CLM00010778,TPIN1000000778,TPIN1000000108,Supplier 0108,Yes,INV-883649,2024-10-26,9839,1574,8265,Equipment,Bank Transfer,Yes
PUR00010779-0001,CLM00010779,TPIN1000000779,TPIN1000000307,Supplier 0307,Yes,INV-2268,2024-04-25,5740,918,4821,Equipment,Bank Transfer,Yes
PUR00010779-0002,CLM00010779,TPIN1000000779,TPIN1000000454,Supplier 0454,Yes,INV-741014,2024-04-30,131254,21001,110253,Goods for Resale,Cheque,Yes
PUR00010779-0003,CLM00010779,TPIN1000000779,TPIN1000000888,Supplier 0888,Yes,INV-402114,2024-05-10,75167,12027,63140,Equipment,Cheque,Yes
PUR00010779-0004,CLM00010779,TPIN1000000779,TPIN1000000716,Supplier 0716,Yes,INV-823484,2024-05-19,169679,27149,142531,Equipment,Cash,Yes
PUR00010779-0005,CLM00010779,TPIN1000000779,TPIN1000000137,Supplier 0137,Yes,INV-515280,2024-05-30,138469,22155,116314,Goods for Resale,Cheque,Yes
PUR00010779-0006,CLM00010779,TPIN1000000779,TPIN1000000777,Supplier 0777,Yes,INV-841870,2024-03-28,171931,27509,144422,Goods for Resale,Cash,Yes
PUR00010779-0007,CLM00010779,TPIN1000000779,TPIN1000000242,Supplier 0242,Yes,INV-99287,2024-05-29,63456,10153,53303,Equipment,Bank Transfer,Yes
PUR00010779-0008,CLM00010779,TPIN1000000779,TPIN1000000908,Supplier 0908,Yes,INV-108434,2024-05-10,95033,15205,79828,Equipment,Cash,Yes
PUR00010779-0009,CLM00010779,TPIN1000000779,TPIN1000000183,Supplier 0183,Yes,INV-214980,2024-05-16,160913,25746,135167,Services,Bank Transfer,Yes
PUR00010779-0010,CLM00010779,TPIN1000000779,TPIN1000000225,Supplier 0225,Yes,INV-13270,2024-05-15,33282,5325,27957,Goods for Resale,Cash,Yes
PUR00010779-0011,CLM00010779,TPIN1000000779,TPIN1000000023,Supplier 0023,Yes,INV-875267,2024-05-24,143703,22992,120710,Goods for Resale,Cheque,Yes
PUR00010779-0012,CLM00010779,TPIN1000000779,TPIN1000000754,Supplier 0754,Yes,INV-39219,2024-05-08,125527,20084,105442,Services,Cash,Yes
PUR00010779-0013,CLM00010779,TPIN1000000779,TPIN1000000232,Supplier 0232,Yes,INV-87645,2024-04-18,129984,20798,109187,Services,Cash,Yes
