transaction_id,claim_id,taxpayer_id,customer_name,customer_country,invoice_number,invoice_date,is_export,gross_amount,vat_amount,net_amount,export_doc_reference,payment_received
SAL00010959-0008,CLM00010959,TPIN1000000959,Local Customer 7,Zambia,SINV-28768,2024-09-18,No,51693,8271,43423,N/A,Yes
SAL00010959-0009,CLM00010959,TPIN1000000959,Local Customer 8,Zambia,SINV-262738,2024-11-01,No,164736,26358,138379,N/A,Yes
SAL00010959-0010,CLM00010959,TPIN1000000959,China Buyer 9,China,SINV-409207,2024-10-03,Yes,199858,0,199858,EXP-367595,Yes
SAL00010959-0011,CLM00010959,TPIN1000000959,Local Customer 10,Zambia,SINV-388731,2024-11-01,No,237655,38025,199630,N/A,Yes
SAL00010959-0012,CLM00010959,TPIN1000000959,Local Customer 11,Zambia,SINV-42558,2024-09-13,No,238822,38212,200611,N/A,Yes
SAL00010959-0013,CLM00010959,TPIN1000000959,Local Customer 12,Zambia,SINV-381210,2024-10-23,No,106071,16971,89100,N/A,Yes
SAL00010959-0014,CLM00010959,TPIN1000000959,Local Customer 13,Zambia,SINV-349523,2024-11-16,No,92759,14842,77918,N/A,Yes
SAL00010959-0015,CLM00010959,TPIN1000000959,Tanzania Buyer 14,UK,SINV-275911,2024-10-09,Yes,92377,0,92377,EXP-158741,Yes
SAL00010959-0016,CLM00010959,TPIN1000000959,Local Customer 15,Zambia,SINV-938831,2024-10-18,No,177344,28375,148969,N/A,Yes
SAL00010960-0001,CLM00010960,TPIN1000000960,Local Customer 0,Zambia,SINV-983571,2024-03-06,No,246174,39388,206787,N/A,Yes
SAL00010960-0002,CLM00010960,TPIN1000000960,Tanzania Buyer 1,China,SINV-980391,2024-03-16,Yes,45500,0,45500,EXP-678498,Yes
SAL00010960-0003,CLM00010960,TPIN1000000960,Zimbabwe Buyer 2,UK,SINV-910428,2024-02-29,Yes,42380,0,42380,EXP-995185,Yes
SAL00010960-0004,CLM00010960,TPIN1000000960,Local Customer 3,Zambia,SINV-837431,2024-03-14,No,74568,11931,62637,N/A,Yes
SAL00010960-0005,CLM00010960,TPIN1000000960,Local Customer 4,Zambia,SINV-405004,2024-03-06,No,145788,23326,122462,N/A,Yes
SAL00010960-0006,CLM00010960,TPIN1000000960,Local Customer 5,Zambia,SINV-684340,2024-04-07,No,90552,14488,76064,N/A,Yes
SAL00010960-0007,CLM00010960,TPIN1000000960,Local Customer 6,Zambia,SINV-427233,2024-05-01,No,221416,35427,185990,N/A,Yes
SAL00010960-0008,CLM00010960,TPIN1000000960,Local Customer 7,Zambia,SINV-865345,2024-05-11,No,118415,18946,99469,N/A,Yes
SAL00010961-0001,CLM00010961,TPIN1000000961,China Buyer 0,Zimbabwe,SINV-379450,2024-11-03,Yes,267459,0,267459,EXP-658982,Yes
SAL00010961-0002,CLM00010961,TPIN1000000961,DRC Buyer 1,Tanzania,SINV-872442,2024-08-21,Yes,68020,0,68020,EXP-432584,Yes
SAL00010961-0003,CLM00010961,TPIN1000000961,Zimbabwe Buyer 2,UAE,SINV-68166,2024-08-29,Yes,23524,0,23524,EXP-36192,Yes
SAL00010961-0004,CLM00010961,TPIN1000000961,Local Customer 3,Zambia,SINV-344451,2024-08-16,No,187550,30008,157542,N/A,Yes
SAL00010961-0005,CLM00010961,TPIN1000000961,Local Customer 4,Zambia,SINV-967088,2024-10-10,No,226087,36174,189913,N/A,Yes
SAL00010961-0006,CLM00010961,TPIN1000000961,UK Buyer 5,UAE,SINV-52793,2024-09-15,Yes,274173,0,274173,EXP-809833,Yes
SAL00010961-0007,CLM00010961,TPIN1000000961,Local Customer 6,Zambia,SINV-285707,2024-11-02,No,118086,18894,99192,N/A,Yes
SAL00010961-0008,CLM00010961,TPIN1000000961,Local Customer 7,Zambia,SINV-992224,2024-09-01,No,152125,24340,127785,N/A,Yes
SAL00010961-0009,CLM00010961,TPIN1000000961,Local Customer 8,Zambia,SINV-437938,2024-09-30,No,116861,18698,98163,N/A,Yes
SAL00010961-0010,CLM00010961,TPIN1000000961,Botswana Buyer 9,UAE,SINV-822815,2024-11-10,Yes,233668,0,233668,EXP-988209,Yes
SAL00010961-0011,CLM00010961,TPIN1000000961,Local Customer 10,Zambia,SINV-423916,2024-11-13,No,255999,40960,215039,N/A,Yes
SAL00010961-0012,CLM00010961,TPIN1000000961,Botswana Buyer 11,DRC,SINV-325286,2024-11-08,Yes,99392,0,99392,EXP-96903,Yes
SAL00010961-0013,CLM00010961,TPIN1000000961,Local Customer 12,Zambia,SINV-748400,2024-08-22,No,261760,41882,219879,N/A,Yes
SAL00010961-0014,CLM00010961,TPIN1000000961,Local Customer 13,Zambia,SINV-25147,2024-10-02,No,10559,1690,8870,N/A,Yes
SAL00010961-0015,CLM00010961,TPIN1000000961,Local Customer 14,Zambia,SINV-564868,2024-09-22,No,232352,37176,195176,N/A,Yes
SAL00010961-0016,CLM00010961,TPIN1000000961,Local Customer 15,Zambia,SINV-652255,2024-08-22,No,160084,25613,134470,N/A,Yes
SAL00010961-0017,CLM00010961,TPIN1000000961,Local Customer 16,Zambia,SINV-260361,2024-09-12,No,215383,34461,180922,N/A,Yes
SAL00010961-0018,CLM00010961,TPIN1000000961,Local Customer 17,Zambia,SINV-64689,2024-09-21,No,178128,28501,149628,N/A,Yes
SAL00010961-0019,CLM00010961,TPIN1000000961,Local Customer 18,Zambia,SINV-196285,2024-08-28,No,274684,43949,230735,N/A,Yes
SAL00010961-0020,CLM00010961,TPIN1000000961,Local Customer 19,Zambia,SINV-119375,2024-10-27,No,234419,37507,196912,N/A,Yes
SAL00010961-0021,CLM00010961,TPIN1000000961,Local Customer 20,Zambia,SINV-111073,2024-10-10,No,47428,7588,39839,N/A,Yes
SAL00010961-0022,CLM00010961,TPIN1000000961,UAE Buyer 21,Malawi,SINV-87958,2024-11-03,Yes,259341,0,259341,EXP-381759,Yes
SAL00010961-0023,CLM00010961,TPIN1000000961,Local Customer 22,Zambia,SINV-60499,2024-10-26,No,29166,4667,24500,N/A,Yes
SAL00010962-0001,CLM00010962,TPIN1000000962,Local Customer 0,Zambia,SINV-64860,2024-01-26,No,284373,45500,238873,N/A,Yes
SAL00010962-0002,CLM00010962,TPIN1000000962,UAE Buyer 1,UAE,SINV-551224,2024-02-02,Yes,273884,0,273884,EXP-62096,Yes
SAL00010962-0003,CLM00010962,TPIN1000000962,Local Customer 2,Zambia,SINV-767678,2024-03-23,No,201291,32207,169084,N/A,Yes
SAL00010962-0004,CLM00010962,TPIN1000000962,Local Customer 3,Zambia,SINV-511877,2024-02-08,No,227131,36341,190790,N/A,Yes
SAL00010962-0005,CLM00010962,TPIN1000000962,Botswana Buyer 4,China,SINV-619336,2024-03-10,Yes,212443,0,212443,EXP-650729,Yes
SAL00010962-0006,CLM00010962,TPIN1000000962,Local Customer 5,Zambia,SINV-15020,2024-03-12,No,226821,36291,190530,N/A,Yes
SAL00010962-0007,CLM00010962,TPIN1000000962,Local Customer 6,Zambia,SINV-682972,2024-02-14,No,146297,23408,122890,N/A,Yes
SAL00010962-0008,CLM00010962,TPIN1000000962,Local Customer 7,Zambia,SINV-939818,2024-01-30,No,14111,2258,11853,N/A,Yes
SAL00010962-0009,CLM00010962,TPIN1000000962,South Africa Buyer 8,China,SINV-335330,2024-03-06,Yes,106694,0,106694,EXP-144526,Yes
SAL00010962-0010,CLM00010962,TPIN1000000962,UK Buyer 9,Zimbabwe,SINV-975627,2024-01-31,Yes,271878,0,271878,EXP-779501,Yes
SAL00010962-0011,CLM00010962,TPIN1000000962,Local Customer 10,Zambia,SINV-813022,2024-01-19,No,82745,13239,69506,N/A,Yes
SAL00010962-0012,CLM00010962,TPIN1000000962,Local Customer 11,Zambia,SINV-930644,2024-03-25,No,102526,16404,86122,N/A,Yes
SAL00010962-0013,CLM00010962,TPIN1000000962,Local Customer 12,Zambia,SINV-696775,2024-03-20,No,58395,9343,49052,N/A,Yes
SAL00010962-0014,CLM00010962,TPIN1000000962,China Buyer 13,Zimbabwe,SINV-676456,2024-03-23,Yes,255891,0,255891,EXP-396012,Yes
SAL00010962-0015,CLM00010962,TPIN1000000962,Zimbabwe Buyer 14,Malawi,SINV-140347,2024-01-24,Yes,33356,0,33356,EXP-520655,Yes
SAL00010962-0016,CLM00010962,TPIN1000000962,China Buyer 15,DRC,SINV-968100,2024-01-18,Yes,295484,0,295484,EXP-823238,Yes
SAL00010962-0017,CLM00010962,TPIN1000000962,Local Customer 16,Zambia,SINV-362063,2024-03-08,No,75218,12035,63183,N/A,Yes
SAL00010962-0018,CLM00010962,TPIN1000000962,Local Customer 17,Zambia,SINV-83242,2024-02-27,No,209256,33481,175775,N/A,Yes
SAL00010962-0019,CLM00010962,TPIN1000000962,UK Buyer 18,Botswana,SINV-967281,2024-01-21,Yes,17505,0,17505,EXP-986110,Yes
SAL00010962-0020,CLM00010962,TPIN1000000962,Local Customer 19,Zambia,SINV-231466,2024-02-03,No,19290,3086,16203,N/A,Yes
SAL00010962-0021,CLM00010962,TPIN1000000962,Local Customer 20,Zambia,SINV-19892,2024-01-24,No,168049,26888,141161,N/A,Yes
SAL00010962-0022,CLM00010962,TPIN1000000962,Botswana Buyer 21,Zimbabwe,SINV-205079,2024-03-21,Yes,41494,0,41494,EXP-884606,Yes
SAL00010962-0023,CLM00010962,TPIN1000000962,Local Customer 22,Zambia,SINV-807218,2024-02-08,No,291514,46642,244872,N/A,Yes
SAL00010963-0001,CLM00010963,TPIN1000000963,Botswana Buyer 0,Tanzania,SINV-378606,2024-07-14,Yes,258675,0,258675,EXP-88410,Yes
SAL00010963-0002,CLM00010963,TPIN1000000963,Local Customer 1,Zambia,SINV-193992,2024-07-28,No,215450,34472,180978,N/A,Yes
SAL00010963-0003,CLM00010963,TPIN1000000963,Local Customer 2,Zambia,SINV-328831,2024-06-25,No,212263,33962,178301,N/A,Yes
SAL00010963-0004,CLM00010963,TPIN1000000963,Malawi Buyer 3,China,SINV-482969,2024-05-07,Yes,256835,0,256835,EXP-853762,Yes
SAL00010963-0005,CLM00010963,TPIN1000000963,Local Customer 4,Zambia,SINV-488103,2024-06-22,No,217105,34737,182369,N/A,Yes
SAL00010963-0006,CLM00010963,TPIN1000000963,Local Customer 5,Zambia,SINV-630194,2024-05-26,No,251093,40175,210918,N/A,Yes
SAL00010963-0007,CLM00010963,TPIN1000000963,UK Buyer 6,DRC,SINV-829145,2024-06-15,Yes,283347,0,283347,EXP-373266,Yes
SAL00010963-0008,CLM00010963,TPIN1000000963,Local Customer 7,Zambia,SINV-203054,2024-07-02,No,145340,23254,122086,N/A,Yes
SAL00010964-0001,CLM00010964,TPIN1000000964,Local Customer 0,Zambia,SINV-396181,2024-10-25,No,190790,30526,160264,N/A,Yes
SAL00010964-0002,CLM00010964,TPIN1000000964,Local Customer 1,Zambia,SINV-22143,2024-09-16,No,235378,37660,197718,N/A,Yes
SAL00010964-0003,CLM00010964,TPIN1000000964,Local Customer 2,Zambia,SINV-256293,2024-08-29,No,72446,11591,60854,N/A,Yes
SAL00010964-0004,CLM00010964,TPIN1000000964,Local Customer 3,Zambia,SINV-105932,2024-10-03,No,236459,37833,198626,N/A,Yes
SAL00010964-0005,CLM00010964,TPIN1000000964,Local Customer 4,Zambia,SINV-389610,2024-10-09,No,308365,49338,259026,N/A,Yes
SAL00010964-0006,CLM00010964,TPIN1000000964,Local Customer 5,Zambia,SINV-742582,2024-11-18,No,287022,45924,241099,N/A,Yes
SAL00010964-0007,CLM00010964,TPIN1000000964,Local Customer 6,Zambia,SINV-382568,2024-09-06,No,288690,46190,242499,N/A,Yes
SAL00010964-0008,CLM00010964,TPIN1000000964,Local Customer 7,Zambia,SINV-480806,2024-10-12,No,99143,15863,83280,N/A,Yes
SAL00010964-0009,CLM00010964,TPIN1000000964,DRC Buyer 8,South Africa,SINV-313800,2024-11-14,Yes,231230,0,231230,EXP-636162,Yes
SAL00010964-0010,CLM00010964,TPIN1000000964,South Africa Buyer 9,Zimbabwe,SINV-461166,2024-08-28,Yes,144882,0,144882,EXP-753816,Yes
SAL00010964-0011,CLM00010964,TPIN1000000964,Local Customer 10,Zambia,SINV-115534,2024-11-16,No,187668,30027,157641,N/A,Yes
SAL00010964-0012,CLM00010964,TPIN1000000964,Local Customer 11,Zambia,SINV-602978,2024-11-05,No,118836,19014,99822,N/A,Yes
SAL00010964-0013,CLM00010964,TPIN1000000964,Local Customer 12,Zambia,SINV-693417,2024-09-03,No,86277,13804,72472,N/A,Yes
SAL00010964-0014,CLM00010964,TPIN1000000964,Local Customer 13,Zambia,SINV-346882,2024-09-05,No,166553,26649,139905,N/A,Yes
SAL00010965-0001,CLM00010965,TPIN1000000965,South Africa Buyer 0,China,SINV-375095,2024-04-30,Yes,149062,0,149062,EXP-909113,Yes
SAL00010965-0002,CLM00010965,TPIN1000000965,Local Customer 1,Zambia,SINV-86892,2024-04-19,No,308323,49332,258991,N/A,Yes
SAL00010965-0003,CLM00010965,TPIN1000000965,Local Customer 2,Zambia,SINV-956941,2024-05-04,No,101644,16263,85381,N/A,Yes
SAL00010965-0004,CLM00010965,TPIN1000000965,Local Customer 3,Zambia,SINV-927426,2024-04-02,No,156502,25040,131461,N/A,Yes
SAL00010965-0005,CLM00010965,TPIN1000000965,South Africa Buyer 4,China,SINV-608311,2024-03-19,Yes,107648,0,107648,EXP-982521,Yes
SAL00010965-0006,CLM00010965,TPIN1000000965,UK Buyer 5,DRC,SINV-226751,2024-04-14,Yes,85178,0,85178,EXP-99659,Yes
SAL00010965-0007,CLM00010965,TPIN1000000965,DRC Buyer 6,Tanzania,SINV-531260,2024-05-23,Yes,37787,0,37787,EXP-130385,Yes
SAL00010965-0008,CLM00010965,TPIN1000000965,Tanzania Buyer 7,UAE,SINV-549038,2024-04-01,Yes,249153,0,249153,EXP-114055,Yes
SAL00010965-0009,CLM00010965,TPIN1000000965,Local Customer 8,Zambia,SINV-309802,2024-04-26,No,66679,10669,56010,N/A,Yes
SAL00010965-0010,CLM00010965,TPIN1000000965,Local Customer 9,Zambia,SINV-239762,2024-05-08,No,161290,25806,135484,N/A,Yes
SAL00010965-0011,CLM00010965,TPIN1000000965,DRC Buyer 10,Zimbabwe,SINV-16556,2024-05-09,Yes,193237,0,193237,EXP-770913,Yes
SAL00010965-0012,CLM00010965,TPIN1000000965,Local Customer 11,Zambia,SINV-63154,2024-03-12,No,19754,3161,16593,N/A,Yes
SAL00010965-0013,CLM00010965,TPIN1000000965,Local Customer 12,Zambia,SINV-339749,2024-05-26,No,197293,31567,165726,N/A,Yes
SAL00010965-0014,CLM00010965,TPIN1000000965,Local Customer 13,Zambia,SINV-339957,2024-05-30,No,236025,37764,198261,N/A,Yes
SAL00010965-0015,CLM00010965,TPIN1000000965,UAE Buyer 14,China,SINV-38390,2024-03-24,Yes,177871,0,177871,EXP-282464,Yes
SAL00010965-0016,CLM00010965,TPIN1000000965,Zimbabwe Buyer 15,Tanzania,SINV-286403,2024-05-31,Yes,139330,0,139330,EXP-365812,Yes
SAL00010966-0001,CLM00010966,TPIN1000000966,Local Customer 0,Zambia,SINV-582723,2024-03-12,No,114679,18349,96330,N/A,Yes
SAL00010966-0002,CLM00010966,TPIN1000000966,Local Customer 1,Zambia,SINV-554402,2024-03-19,No,151940,24310,127630,N/A,Yes
SAL00010966-0003,CLM00010966,TPIN1000000966,UK Buyer 2,UAE,SINV-229196,2024-01-15,Yes,82121,0,82121,EXP-444721,Yes
SAL00010966-0004,CLM00010966,TPIN1000000966,Local Customer 3,Zambia,SINV-997211,2024-01-09,No,255195,40831,214363,N/A,Yes
SAL00010966-0005,CLM00010966,TPIN1000000966,Malawi Buyer 4,UAE,SINV-782647,2024-01-27,Yes,284752,0,284752,EXP-482730,Yes
SAL00010966-0006,CLM00010966,TPIN1000000966,Local Customer 5,Zambia,SINV-343598,2024-02-04,No,276100,44176,231924,N/A,Yes
SAL00010966-0007,CLM00010966,TPIN1000000966,Local Customer 6,Zambia,SINV-723849,2024-03-22,No,78327,12532,65795,N/A,Yes
SAL00010966-0008,CLM00010966,TPIN1000000966,China Buyer 7,DRC,SINV-842755,2024-03-24,Yes,264062,0,264062,EXP-229450,Yes
SAL00010966-0009,CLM00010966,TPIN1000000966,UK Buyer 8,Malawi,SINV-560187,2024-01-03,Yes,91242,0,91242,EXP-558008,Yes
SAL00010966-0010,CLM00010966,TPIN1000000966,Local Customer 9,Zambia,SINV-510900,2024-02-23,No,309723,49556,260167,N/A,Yes
SAL00010966-0011,CLM00010966,TPIN1000000966,Local Customer 10,Zambia,SINV-759351,2023-12-28,No,160341,25655,134686,N/A,Yes
SAL00010966-0012,CLM00010966,TPIN1000000966,Local Customer 11,Zambia,SINV-70867,2024-01-17,No,203343,32535,170808,N/A,Yes
SAL00010966-0013,CLM00010966,TPIN1000000966,UAE Buyer 12,Botswana,SINV-731033,2024-02-12,Yes,249249,0,249249,EXP-766921,Yes
SAL00010966-0014,CLM00010966,TPIN1000000966,Local Customer 13,Zambia,SINV-283028,2024-02-07,No,79192,12671,66521,N/A,Yes
SAL00010967-0001,CLM00010967,TPIN1000000967,Local Customer 0,Zambia,SINV-699387,2024-08-03,No,102493,16399,86094,N/A,Yes
SAL00010967-0002,CLM00010967,TPIN1000000967,Zimbabwe Buyer 1,China,SINV-845283,2024-08-06,Yes,100243,0,100243,EXP-428900,Yes
SAL00010967-0003,CLM00010967,TPIN1000000967,Local Customer 2,Zambia,SINV-607229,2024-08-28,No,130737,20918,109819,N/A,Yes
SAL00010967-0004,CLM00010967,TPIN1000000967,UK Buyer 3,UAE,SINV-177635,2024-08-28,Yes,55423,0,55423,EXP-499825,Yes
SAL00010967-0005,CLM00010967,TPIN1000000967,Malawi Buyer 4,UK,SINV-139997,2024-09-09,Yes,124059,0,124059,EXP-748769,Yes
SAL00010967-0006,CLM00010967,TPIN1000000967,Local Customer 5,Zambia,SINV-579619,2024-10-30,No,181087,28974,152113,N/A,Yes
SAL00010967-0007,CLM00010967,TPIN1000000967,China Buyer 6,DRC,SINV-500466,2024-10-23,Yes,235830,0,235830,EXP-649202,Yes
SAL00010967-0008,CLM00010967,TPIN1000000967,Local Customer 7,Zambia,SINV-759424,2024-09-26,No,132012,21122,110890,N/A,Yes
SAL00010967-0009,CLM00010967,TPIN1000000967,Local Customer 8,Zambia,SINV-565960,2024-10-03,No,16172,2588,13585,N/A,Yes
SAL00010967-0010,CLM00010967,TPIN1000000967,Local Customer 9,Zambia,SINV-444350,2024-08-26,No,21852,3496,18356,N/A,Yes
SAL00010967-0011,CLM00010967,TPIN1000000967,Local Customer 10,Zambia,SINV-558274,2024-10-10,No,268099,42896,225203,N/A,Yes
SAL00010967-0012,CLM00010967,TPIN1000000967,China Buyer 11,Malawi,SINV-526801,2024-08-29,Yes,169099,0,169099,EXP-83227,Yes
SAL00010967-0013,CLM00010967,TPIN1000000967,UK Buyer 12,Malawi,SINV-644356,2024-10-07,Yes,262024,0,262024,EXP-618183,Yes
SAL00010968-0001,CLM00010968,TPIN1000000968,Local Customer 0,Zambia,SINV-574832,2024-08-10,No,189599,30336,159263,N/A,Yes
SAL00010968-0002,CLM00010968,TPIN1000000968,Local Customer 1,Zambia,SINV-878559,2024-07-17,No,92850,14856,77994,N/A,Yes
SAL00010968-0003,CLM00010968,TPIN1000000968,Local Customer 2,Zambia,SINV-448643,2024-09-11,No,87529,14005,73524,N/A,Yes
SAL00010968-0004,CLM00010968,TPIN1000000968,Local Customer 3,Zambia,SINV-935369,2024-10-02,No,16231,2597,13634,N/A,Yes
SAL00010968-0005,CLM00010968,TPIN1000000968,DRC Buyer 4,Botswana,SINV-522067,2024-08-23,Yes,278694,0,278694,EXP-281033,Yes
SAL00010968-0006,CLM00010968,TPIN1000000968,Local Customer 5,Zambia,SINV-129311,2024-10-04,No,93360,14938,78423,N/A,Yes
SAL00010968-0007,CLM00010968,TPIN1000000968,UAE Buyer 6,Malawi,SINV-394595,2024-10-04,Yes,18225,0,18225,EXP-824464,Yes
SAL00010968-0008,CLM00010968,TPIN1000000968,South Africa Buyer 7,UAE,SINV-862256,2024-07-17,Yes,252423,0,252423,EXP-946329,Yes
SAL00010968-0009,CLM00010968,TPIN1000000968,Local Customer 8,Zambia,SINV-313220,2024-07-17,No,93709,14993,78715,N/A,Yes
SAL00010968-0010,CLM00010968,TPIN1000000968,Malawi Buyer 9,South Africa,SINV-750631,2024-08-10,Yes,302328,0,302328,EXP-670217,Yes
SAL00010968-0011,CLM00010968,TPIN1000000968,Local Customer 10,Zambia,SINV-136685,2024-09-04,No,306960,49114,257846,N/A,Yes
SAL00010968-0012,CLM00010968,TPIN1000000968,South Africa Buyer 11,South Africa,SINV-199736,2024-09-30,Yes,81187,0,81187,EXP-210862,Yes
SAL00010968-0013,CLM00010968,TPIN1000000968,Local Customer 12,Zambia,SINV-344178,2024-08-26,No,287419,45987,241432,N/A,Yes
SAL00010968-0014,CLM00010968,TPIN1000000968,UK Buyer 13,South Africa,SINV-502269,2024-08-19,Yes,68392,0,68392,EXP-415830,Yes
SAL00010968-0015,CLM00010968,TPIN1000000968,UK Buyer 14,Malawi,SINV-374907,2024-09-27,Yes,207528,0,207528,EXP-324758,Yes
SAL00010968-0016,CLM00010968,TPIN1000000968,Local Customer 15,Zambia,SINV-511850,2024-10-14,No,168773,27004,141769,N/A,Yes
SAL00010969-0001,CLM00010969,TPIN1000000969,Local Customer 0,Zambia,SINV-261147,2024-09-22,No,109577,17532,92045,N/A,Yes
SAL00010969-0002,CLM00010969,TPIN1000000969,Local Customer 1,Zambia,SINV-192942,2024-09-14,No,34065,5450,28614,N/A,Yes
SAL00010969-0003,CLM00010969,TPIN1000000969,Local Customer 2,Zambia,SINV-890029,2024-08-20,No,161329,25813,135516,N/A,Yes
SAL00010969-0004,CLM00010969,TPIN1000000969,Tanzania Buyer 3,Malawi,SINV-455425,2024-11-10,Yes,237246,0,237246,EXP-643116,Yes
SAL00010969-0005,CLM00010969,TPIN1000000969,Zimbabwe Buyer 4,Tanzania,SINV-484045,2024-09-07,Yes,243154,0,243154,EXP-338506,Yes
SAL00010969-0006,CLM00010969,TPIN1000000969,Botswana Buyer 5,Zimbabwe,SINV-208271,2024-09-09,Yes,303440,0,303440,EXP-128408,Yes
SAL00010969-0007,CLM00010969,TPIN1000000969,Local Customer 6,Zambia,SINV-340509,2024-09-18,No,197190,31550,165639,N/A,Yes
SAL00010969-0008,CLM00010969,TPIN1000000969,Local Customer 7,Zambia,SINV-689830,2024-10-31,No,44398,7104,37294,N/A,Yes
SAL00010969-0009,CLM00010969,TPIN1000000969,Botswana Buyer 8,Zimbabwe,SINV-437530,2024-09-19,Yes,179424,0,179424,EXP-699636,Yes
SAL00010969-0010,CLM00010969,TPIN1000000969,Local Customer 9,Zambia,SINV-918042,2024-08-23,No,190728,30516,160211,N/A,Yes
SAL00010969-0011,CLM00010969,TPIN1000000969,Local Customer 10,Zambia,SINV-759329,2024-10-10,No,111958,17913,94045,N/A,Yes
SAL00010969-0012,CLM00010969,TPIN1000000969,Local Customer 11,Zambia,SINV-45820,2024-10-18,No,91963,14714,77249,N/A,Yes
SAL00010969-0013,CLM00010969,TPIN1000000969,China Buyer 12,UAE,SINV-327649,2024-09-19,Yes,167395,0,167395,EXP-749064,Yes
SAL00010969-0014,CLM00010969,TPIN1000000969,Local Customer 13,Zambia,SINV-833197,2024-08-13,No,281967,45115,236852,N/A,Yes
SAL00010969-0015,CLM00010969,TPIN1000000969,Local Customer 14,Zambia,SINV-986327,2024-10-31,No,125618,20099,105519,N/A,Yes
SAL00010969-0016,CLM00010969,TPIN1000000969,Local Customer 15,Zambia,SINV-573221,2024-08-20,No,74487,11918,62569,N/A,Yes
SAL00010969-0017,CLM00010969,TPIN1000000969,Local Customer 16,Zambia,SINV-350151,2024-08-14,No,236131,37781,198350,N/A,Yes
SAL00010969-0018,CLM00010969,TPIN1000000969,UK Buyer 17,DRC,SINV-106286,2024-11-02,Yes,148449,0,148449,EXP-942174,Yes
SAL00010970-0001,CLM00010970,TPIN1000000970,Local Customer 0,Zambia,SINV-656096,2023-12-16,No,102517,16403,86114,N/A,Yes
SAL00010970-0002,CLM00010970,TPIN1000000970,Local Customer 1,Zambia,SINV-119843,2023-12-28,No,221364,35418,185945,N/A,Yes
SAL00010970-0003,CLM00010970,TPIN1000000970,Local Customer 2,Zambia,SINV-55653,2024-02-10,No,28677,4588,24088,N/A,Yes
SAL00010970-0004,CLM00010970,TPIN1000000970,Local Customer 3,Zambia,SINV-29313,2024-02-09,No,43617,6979,36638,N/A,Yes
SAL00010970-0005,CLM00010970,TPIN1000000970,Local Customer 4,Zambia,SINV-162190,2024-01-13,No,19283,3085,16198,N/A,Yes
SAL00010970-0006,CLM00010970,TPIN1000000970,Local Customer 5,Zambia,SINV-690250,2024-01-08,No,167741,26839,140902,N/A,Yes
SAL00010970-0007,CLM00010970,TPIN1000000970,Local Customer 6,Zambia,SINV-616988,2024-02-04,No,250452,40072,210379,N/A,Yes
SAL00010970-0008,CLM00010970,TPIN1000000970,Local Customer 7,Zambia,SINV-910257,2024-02-19,No,290876,46540,244336,N/A,Yes
SAL00010970-0009,CLM00010970,TPIN1000000970,Local Customer 8,Zambia,SINV-371740,2024-02-07,No,241819,38691,203128,N/A,Yes
SAL00010970-0010,CLM00010970,TPIN1000000970,Zimbabwe Buyer 9,Malawi,SINV-674844,2023-12-15,Yes,52975,0,52975,EXP-328744,Yes
SAL00010970-0011,CLM00010970,TPIN1000000970,Local Customer 10,Zambia,SINV-591033,2023-12-09,No,98622,15780,82843,N/A,Yes
SAL00010970-0012,CLM00010970,TPIN1000000970,Local Customer 11,Zambia,SINV-843878,2023-12-25,No,168858,27017,141841,N/A,Yes
SAL00010970-0013,CLM00010970,TPIN1000000970,UAE Buyer 12,Botswana,SINV-633230,2024-02-07,Yes,296282,0,296282,EXP-160659,Yes
SAL00010970-0014,CLM00010970,TPIN1000000970,Local Customer 13,Zambia,SINV-105598,2024-03-07,No,85333,13653,71680,N/A,Yes
SAL00010970-0015,CLM00010970,TPIN1000000970,Local Customer 14,Zambia,SINV-49359,2023-12-17,No,67795,10847,56947,N/A,Yes
SAL00010970-0016,CLM00010970,TPIN1000000970,Local Customer 15,Zambia,SINV-357313,2024-01-07,No,90946,14551,76395,N/A,Yes
SAL00010970-0017,CLM00010970,TPIN1000000970,Local Customer 16,Zambia,SINV-956038,2024-01-09,No,31187,4990,26197,N/A,Yes
SAL00010970-0018,CLM00010970,TPIN1000000970,Malawi Buyer 17,South Africa,SINV-507531,2024-02-17,Yes,153997,0,153997,EXP-989596,Yes
SAL00010971-0001,CLM00010971,TPIN1000000971,Botswana Buyer 0,DRC,SINV-471429,2024-03-02,Yes,15140,0,15140,EXP-803487,Yes
SAL00010971-0002,CLM00010971,TPIN1000000971,Local Customer 1,Zambia,SINV-983749,2024-02-28,No,252900,40464,212436,N/A,Yes
SAL00010971-0003,CLM00010971,TPIN1000000971,Local Customer 2,Zambia,SINV-673752,2024-03-01,No,110666,17707,92959,N/A,Yes
SAL00010971-0004,CLM00010971,TPIN1000000971,Local Customer 3,Zambia,SINV-220160,2024-02-24,No,145171,23227,121943,N/A,Yes
SAL00010971-0005,CLM00010971,TPIN1000000971,Local Customer 4,Zambia,SINV-946634,2024-02-27,No,71984,11517,60467,N/A,Yes
SAL00010971-0006,CLM00010971,TPIN1000000971,Local Customer 5,Zambia,SINV-415929,2024-04-26,No,84532,13525,71007,N/A,Yes
SAL00010971-0007,CLM00010971,TPIN1000000971,Local Customer 6,Zambia,SINV-322418,2024-03-16,No,124441,19910,104530,N/A,Yes
SAL00010971-0008,CLM00010971,TPIN1000000971,Local Customer 7,Zambia,SINV-845595,2024-03-26,No,147355,23577,123778,N/A,Yes
