claim_id,taxpayer_id,claim_date,refund_period_start,refund_period_end,input_vat_claimed,output_vat_paid,net_refund_amount,claim_status,processing_days,submitted_by,supporting_docs_count,previous_refunds_count,sector
CLM00010607,TPIN1000000607,2024-02-03,2023-10-31,2024-01-30,91322,81058,10264,Query Raised,69,Tax Agent,13,0,Healthcare
CLM00010608,TPIN1000000608,2024-06-24,2024-02-29,2024-05-30,5528,6533,0,Approved,43,Tax Agent,19,0,Retail
CLM00010609,TPIN1000000609,2024-03-24,2023-11-30,2024-02-28,70088,78204,0,Query Raised,53,Taxpayer,15,4,Mining
CLM00010610,TPIN1000000610,2024-07-08,2024-03-31,2024-06-29,58479,57491,988,Under Review,89,Tax Agent,14,8,Healthcare
CLM00010611,TPIN1000000611,2024-09-22,2024-05-31,2024-08-30,73344,65712,7632,Approved,48,Tax Agent,13,3,Real Estate
CLM00010612,TPIN1000000612,2024-09-22,2024-05-31,2024-08-30,63107,65503,0,Query Raised,51,Tax Agent,14,9,Wholesale
CLM00010613,TPIN1000000613,2024-07-20,2024-03-31,2024-06-29,10403,10401,2,Under Review,62,Tax Agent,19,8,Transport
CLM00010614,TPIN1000000614,2024-09-03,2024-05-31,2024-08-30,73502,69682,3820,Approved,10,Tax Agent,12,5,Mining
CLM00010615,TPIN1000000615,2024-06-30,2024-03-31,2024-06-29,2065,1959,106,Query Raised,15,Tax Agent,17,3,Wholesale
CLM00010616,TPIN1000000616,2024-12-13,2024-08-31,2024-11-29,10766,12698,0,Query Raised,83,Tax Agent,7,3,Wholesale
CLM00010617,TPIN1000000617,2023-12-30,2023-08-31,2023-11-29,62594,62089,505,Pending,8,Taxpayer,15,5,ICT
CLM00010618,TPIN1000000618,2023-12-31,2023-09-30,2023-12-30,34240,37714,0,Approved,70,Taxpayer,9,3,Construction
CLM00010619,TPIN1000000619,2024-05-15,2024-01-31,2024-04-29,10854,9617,1237,Under Review,73,Tax Agent,17,6,Professional Services
CLM00010620,TPIN1000000620,2024-07-02,2024-03-31,2024-06-29,56418,61251,0,Under Review,80,Taxpayer,9,3,Manufacturing
CLM00010621,TPIN1000000621,2024-08-03,2024-04-30,2024-07-30,99468,109842,0,Approved,42,Tax Agent,9,7,Manufacturing
CLM00010622,TPIN1000000622,2024-10-03,2024-06-30,2024-09-29,145219,138309,6911,Pending,87,Taxpayer,10,9,Manufacturing
CLM00010623,TPIN1000000623,2024-11-08,2024-07-31,2024-10-30,192177,204261,0,Under Review,76,Tax Agent,17,1,Construction
CLM00010624,TPIN1000000624,2024-11-25,2024-07-31,2024-10-30,13375,11746,1629,Under Review,27,Taxpayer,5,5,Education
CLM00010625,TPIN1000000625,2024-05-30,2024-01-31,2024-04-29,8284,7521,763,Pending,11,Tax Agent,8,3,Mining
CLM00010626,TPIN1000000626,2024-02-12,2023-10-31,2024-01-30,72028,67690,4339,Under Review,12,Tax Agent,14,6,ICT
CLM00010627,TPIN1000000627,2024-04-15,2023-12-31,2024-03-30,15382,13927,1455,Query Raised,69,Tax Agent,18,3,Transport
CLM00010628,TPIN1000000628,2024-03-24,2023-11-30,2024-02-28,80842,79384,1459,Approved,5,Taxpayer,10,7,Construction
CLM00010629,TPIN1000000629,2024-12-18,2024-08-31,2024-11-29,64180,56892,7288,Pending,13,Tax Agent,5,1,Construction
CLM00010630,TPIN1000000630,2024-09-13,2024-05-31,2024-08-30,135606,122489,13117,Approved,61,Taxpayer,5,8,Manufacturing
CLM00010631,TPIN1000000631,2024-07-23,2024-03-31,2024-06-29,24631,25688,0,Approved,49,Tax Agent,6,4,Import/Export
CLM00010632,TPIN1000000632,2024-06-23,2024-02-29,2024-05-30,131874,117241,14633,Approved,27,Tax Agent,5,0,Retail
CLM00010633,TPIN1000000633,2024-07-01,2024-03-31,2024-06-29,106318,128822,0,Pending,28,Tax Agent,5,3,Professional Services
CLM00010634,TPIN1000000634,2024-12-04,2024-08-31,2024-11-29,22789,24224,0,Query Raised,40,Taxpayer,15,8,Agriculture
CLM00010635,TPIN1000000635,2024-11-23,2024-07-31,2024-10-30,49118,51435,0,Pending,11,Tax Agent,10,9,Manufacturing
CLM00010636,TPIN1000000636,2024-12-10,2024-08-31,2024-11-29,17436,17864,0,Approved,15,Tax Agent,5,7,Education
CLM00010637,TPIN1000000637,2024-04-10,2023-12-31,2024-03-30,94884,79495,15389,Pending,73,Tax Agent,7,3,ICT
CLM00010638,TPIN1000000638,2024-03-21,2023-11-30,2024-02-28,75440,68038,7402,Approved,3,Taxpayer,17,1,Retail
CLM00010639,TPIN1000000639,2024-06-06,2024-02-29,2024-05-30,142978,119222,23756,Under Review,60,Tax Agent,16,8,Mining
CLM00010640,TPIN1000000640,2024-04-30,2024-01-31,2024-04-29,113991,123811,0,Approved,88,Tax Agent,6,6,Agriculture
CLM00010641,TPIN1000000641,2024-07-24,2024-03-31,2024-06-29,18818,22487,0,Query Raised,73,Tax Agent,9,5,Manufacturing
CLM00010642,TPIN1000000642,2024-03-16,2023-11-30,2024-02-28,39544,38086,1458,Pending,77,Tax Agent,5,4,Agriculture
CLM00010643,TPIN1000000643,2024-02-20,2023-10-31,2024-01-30,86949,104249,0,Under Review,56,Taxpayer,17,6,Mining
CLM00010644,TPIN1000000644,2024-04-15,2023-12-31,2024-03-30,65231,69049,0,Pending,31,Tax Agent,16,7,Mining
CLM00010645,TPIN1000000645,2024-03-23,2023-11-30,2024-02-28,30199,27986,2213,Query Raised,17,Tax Agent,10,0,Real Estate
CLM00010646,TPIN1000000646,2024-05-21,2024-01-31,2024-04-29,4454,5084,0,Approved,53,Tax Agent,16,8,Wholesale
CLM00010647,TPIN1000000647,2024-07-04,2024-03-31,2024-06-29,107549,116921,0,Under Review,86,Tax Agent,6,3,Mining
CLM00010648,TPIN1000000648,2024-05-19,2024-01-31,2024-04-29,9600,9720,0,Approved,10,Tax Agent,11,0,ICT
CLM00010649,TPIN1000000649,2024-10-08,2024-06-30,2024-09-29,48,49,0,Under Review,60,Tax Agent,7,4,Real Estate
CLM00010650,TPIN1000000650,2024-10-15,2024-06-30,2024-09-29,57858,62092,0,Query Raised,28,Tax Agent,13,3,Mining
CLM00010651,TPIN1000000651,2024-12-12,2024-08-31,2024-11-29,9774,11250,0,Pending,58,Tax Agent,15,3,Manufacturing
CLM00010652,TPIN1000000652,2024-05-19,2024-01-31,2024-04-29,126355,111451,14904,Query Raised,82,Taxpayer,15,5,Agriculture
CLM00010653,TPIN1000000653,2024-02-07,2023-10-31,2024-01-30,17766,17484,282,Approved,23,Tax Agent,17,9,Professional Services
CLM00010654,TPIN1000000654,2024-12-09,2024-08-31,2024-11-29,46913,42622,4291,Approved,20,Tax Agent,14,3,Agriculture
CLM00010655,TPIN1000000655,2024-08-19,2024-04-30,2024-07-30,172468,156994,15474,Pending,66,Taxpayer,17,9,Real Estate
CLM00010656,TPIN1000000656,2024-06-01,2024-02-29,2024-05-30,127710,116353,11357,Query Raised,55,Tax Agent,8,5,Manufacturing
CLM00010657,TPIN1000000657,2024-07-07,2024-03-31,2024-06-29,67784,66625,1159,Approved,33,Tax Agent,13,3,Professional Services
CLM00010658,TPIN1000000658,2024-07-26,2024-03-31,2024-06-29,156280,132882,23397,Under Review,65,Tax Agent,12,6,Education
CLM00010659,TPIN1000000659,2024-05-22,2024-01-31,2024-04-29,1745,1699,46,Pending,48,Taxpayer,7,4,Construction
CLM00010660,TPIN1000000660,2024-11-05,2024-07-31,2024-10-30,78163,93078,0,Approved,17,Tax Agent,6,5,Mining
CLM00010661,TPIN1000000661,2024-07-23,2024-03-31,2024-06-29,1924,2063,0,Approved,46,Tax Agent,19,6,Retail
CLM00010662,TPIN1000000662,2024-08-25,2024-04-30,2024-07-30,31178,37825,0,Query Raised,67,Tax Agent,16,7,Wholesale
CLM00010663,TPIN1000000663,2024-11-13,2024-07-31,2024-10-30,36304,38965,0,Approved,14,Tax Agent,12,1,Agriculture
CLM00010664,TPIN1000000664,2024-04-26,2023-12-31,2024-03-30,22703,19554,3149,Under Review,49,Taxpayer,6,0,Manufacturing
CLM00010665,TPIN1000000665,2024-05-21,2024-01-31,2024-04-29,20316,23504,0,Approved,83,Tax Agent,16,3,Education
CLM00010666,TPIN1000000666,2024-05-25,2024-01-31,2024-04-29,114482,112777,1705,Under Review,30,Tax Agent,8,1,ICT
CLM00010667,TPIN1000000667,2024-03-09,2023-11-30,2024-02-28,39477,39668,0,Query Raised,54,Tax Agent,9,3,Professional Services
CLM00010668,TPIN1000000668,2024-06-20,2024-02-29,2024-05-30,77484,69714,7770,Approved,35,Tax Agent,10,8,Import/Export
CLM00010669,TPIN1000000669,2024-08-02,2024-04-30,2024-07-30,5956,6542,0,Query Raised,18,Tax Agent,10,0,Professional Services
CLM00010670,TPIN1000000670,2024-10-15,2024-06-30,2024-09-29,29540,29861,0,Pending,3,Tax Agent,11,9,Professional Services
CLM00010671,TPIN1000000671,2024-08-05,2024-04-30,2024-07-30,129313,136094,0,Query Raised,40,Taxpayer,15,7,ICT
CLM00010672,TPIN1000000672,2024-09-04,2024-05-31,2024-08-30,8890,8428,462,Query Raised,87,Tax Agent,8,8,Import/Export
CLM00010673,TPIN1000000673,2024-05-13,2024-01-31,2024-04-29,89538,83685,5853,Pending,42,Tax Agent,12,8,Mining
CLM00010674,TPIN1000000674,2024-08-25,2024-04-30,2024-07-30,32700,31723,977,Under Review,84,Tax Agent,9,8,Construction
CLM00010675,TPIN1000000675,2024-05-08,2024-01-31,2024-04-29,20777,17637,3140,Pending,7,Taxpayer,5,1,Education
CLM00010676,TPIN1000000676,2024-08-25,2024-04-30,2024-07-30,9307,11499,0,Approved,78,Tax Agent,12,9,Manufacturing
CLM00010677,TPIN1000000677,2024-12-16,2024-08-31,2024-11-29,153568,128092,25476,Pending,2,Tax Agent,12,0,Professional Services
CLM00010678,TPIN1000000678,2024-10-13,2024-06-30,2024-09-29,1958,1782,176,Pending,73,Tax Agent,17,4,Hospitality
CLM00010679,TPIN1000000679,2024-03-11,2023-11-30,2024-02-28,57372,63272,0,Approved,82,Tax Agent,6,1,Mining
CLM00010680,TPIN1000000680,2024-12-05,2024-08-31,2024-11-29,71410,69151,2259,Under Review,62,Taxpayer,10,8,Education
CLM00010681,TPIN1000000681,2024-08-14,2024-04-30,2024-07-30,104143,86946,17197,Under Review,32,Tax Agent,18,1,Hospitality
CLM00010682,TPIN1000000682,2024-03-06,2023-11-30,2024-02-28,24240,26134,0,Pending,83,Tax Agent,18,6,Professional Services
CLM00010683,TPIN1000000683,2024-11-06,2024-07-31,2024-10-30,46811,39865,6946,Pending,63,Tax Agent,15,2,Healthcare
CLM00010684,TPIN1000000684,2024-12-08,2024-08-31,2024-11-29,184668,181254,3415,Query Raised,82,Taxpayer,18,9,Mining
CLM00010685,TPIN1000000685,2024-12-14,2024-08-31,2024-11-29,156666,149270,7395,Under Review,31,Tax Agent,15,4,Mining
CLM00010686,TPIN1000000686,2024-06-13,2024-02-29,2024-05-30,42405,36219,6186,Under Review,6,Tax Agent,15,1,Manufacturing
CLM00010687,TPIN1000000687,2024-01-12,2023-09-30,2023-12-30,93107,108744,0,Query Raised,80,Taxpayer,15,4,Real Estate
CLM00010688,TPIN1000000688,2024-04-25,2023-12-31,2024-03-30,28356,33539,0,Query Raised,77,Taxpayer,13,2,Manufacturing
CLM00010689,TPIN1000000689,2024-11-20,2024-07-31,2024-10-30,158260,154591,3669,Under Review,66,Taxpayer,7,4,Agriculture
CLM00010690,TPIN1000000690,2024-05-04,2024-01-31,2024-04-29,26002,24540,1462,Query Raised,24,Tax Agent,11,7,Transport
CLM00010691,TPIN1000000691,2024-12-12,2024-08-31,2024-11-29,22931,23384,0,Pending,51,Taxpayer,6,9,Healthcare
CLM00010692,TPIN1000000692,2024-06-05,2024-02-29,2024-05-30,116592,130219,0,Pending,76,Tax Agent,10,5,Construction
CLM00010693,TPIN1000000693,2024-12-10,2024-08-31,2024-11-29,114889,117542,0,Under Review,17,Tax Agent,15,4,Real Estate
CLM00010694,TPIN1000000694,2024-06-14,2024-02-29,2024-05-30,98231,82776,15455,Under Review,56,Tax Agent,19,1,Healthcare
CLM00010695,TPIN1000000695,2024-04-24,2023-12-31,2024-03-30,66007,60928,5079,Under Review,25,Taxpayer,16,5,Hospitality
CLM00010696,TPIN1000000696,2024-09-10,2024-05-31,2024-08-30,111966,100059,11907,Approved,62,Taxpayer,17,2,Mining
CLM00010697,TPIN1000000697,2024-10-08,2024-06-30,2024-09-29,86905,81805,5100,Approved,73,Tax Agent,5,7,Education
CLM00010698,TPIN1000000698,2024-03-07,2023-11-30,2024-02-28,174151,160792,13359,Under Review,16,Tax Agent,11,5,Professional Services
CLM00010699,TPIN1000000699,2024-05-25,2024-01-31,2024-04-29,34302,36640,0,Under Review,15,Tax Agent,8,0,Manufacturing
CLM00010700,TPIN1000000700,2024-02-15,2023-10-31,2024-01-30,67726,73986,0,Query Raised,47,Tax Agent,9,3,Construction
CLM00010701,TPIN1000000701,2024-04-06,2023-12-31,2024-03-30,101271,84614,16656,Under Review,85,Tax Agent,12,6,ICT
CLM00010702,TPIN1000000702,2024-01-06,2023-09-30,2023-12-30,78232,72146,6086,Query Raised,30,Tax Agent,10,4,Hospitality
CLM00010703,TPIN1000000703,2024-01-26,2023-09-30,2023-12-30,88636,99344,0,Under Review,16,Tax Agent,19,1,Construction
CLM00010704,TPIN1000000704,2024-05-10,2024-01-31,2024-04-29,126365,115893,10472,Approved,40,Taxpayer,10,0,Healthcare
CLM00010705,TPIN1000000705,2024-11-23,2024-07-31,2024-10-30,62426,59634,2793,Pending,24,Tax Agent,9,9,Hospitality
CLM00010706,TPIN1000000706,2024-02-23,2023-10-31,2024-01-30,85245,79716,5529,Query Raised,59,Taxpayer,14,7,ICT
CLM00010707,TPIN1000000707,2024-08-18,2024-04-30,2024-07-30,55962,50189,5773,Pending,48,Tax Agent,9,4,Transport
CLM00010708,TPIN1000000708,2024-06-14,2024-02-29,2024-05-30,85843,94267,0,Under Review,89,Tax Agent,17,6,Import/Export
CLM00010709,TPIN1000000709,2024-08-13,2024-04-30,2024-07-30,21293,25844,0,Under Review,86,Tax Agent,11,7,Healthcare
CLM00010710,TPIN1000000710,2024-08-09,2024-04-30,2024-07-30,62907,66341,0,Under Review,55,Tax Agent,5,3,Mining
CLM00010711,TPIN1000000711,2024-01-02,2023-09-30,2023-12-30,4466,5247,0,Under Review,74,Tax Agent,8,6,Agriculture
CLM00010712,TPIN1000000712,2024-10-04,2024-06-30,2024-09-29,58618,61053,0,Approved,23,Tax Agent,7,5,Healthcare
CLM00010713,TPIN1000000713,2024-04-30,2024-01-31,2024-04-29,153295,144390,8905,Approved,80,Tax Agent,8,0,Real Estate
CLM00010714,TPIN1000000714,2024-06-30,2024-03-31,2024-06-29,116366,107111,9255,Pending,57,Tax Agent,18,4,Manufacturing
CLM00010715,TPIN1000000715,2024-05-23,2024-01-31,2024-04-29,100467,108035,0,Query Raised,16,Tax Agent,7,7,Hospitality
CLM00010716,TPIN1000000716,2024-10-13,2024-06-30,2024-09-29,67985,83759,0,Under Review,21,Tax Agent,10,9,Retail
CLM00010717,TPIN1000000717,2024-06-20,2024-02-29,2024-05-30,10975,12517,0,Query Raised,60,Taxpayer,9,1,Professional Services
CLM00010718,TPIN1000000718,2024-12-08,2024-08-31,2024-11-29,57051,62208,0,Pending,45,Tax Agent,11,3,ICT
CLM00010719,TPIN1000000719,2024-08-05,2024-04-30,2024-07-30,236815,213380,23435,Approved,16,Tax Agent,11,4,Hospitality
CLM00010720,TPIN1000000720,2024-09-09,2024-05-31,2024-08-30,12804,13109,0,Approved,30,Taxpayer,13,8,Real Estate
CLM00010721,TPIN1000000721,2024-10-25,2024-06-30,2024-09-29,17056,16251,806,Approved,83,Taxpayer,19,3,Education
CLM00010722,TPIN1000000722,2024-08-25,2024-04-30,2024-07-30,80581,67574,13008,Under Review,82,Tax Agent,10,3,Education
CLM00010723,TPIN1000000723,2024-06-20,2024-02-29,2024-05-30,3154,3329,0,Query Raised,18,Tax Agent,9,5,Professional Services
CLM00010724,TPIN1000000724,2024-02-15,2023-10-31,2024-01-30,6793,6582,210,Approved,77,Taxpayer,8,4,Education
CLM00010725,TPIN1000000725,2024-09-20,2024-05-31,2024-08-30,59926,69819,0,Query Raised,27,Tax Agent,6,6,Import/Export
CLM00010726,TPIN1000000726,2024-01-22,2023-09-30,2023-12-30,59670,52181,7489,Query Raised,55,Taxpayer,8,4,Transport
CLM00010727,TPIN1000000727,2024-07-22,2024-03-31,2024-06-29,234619,203044,31576,Approved,32,Taxpayer,15,0,Construction
CLM00010728,TPIN1000000728,2024-06-13,2024-02-29,2024-05-30,51827,62823,0,Approved,73,Taxpayer,13,0,Manufacturing
CLM00010729,TPIN1000000729,2024-02-02,2023-10-31,2024-01-30,153546,167949,0,Query Raised,82,Tax Agent,14,1,Import/Export
CLM00010730,TPIN1000000730,2024-02-01,2023-10-31,2024-01-30,9153,11352,0,Approved,87,Tax Agent,14,4,Wholesale
CLM00010731,TPIN1000000731,2024-08-11,2024-04-30,2024-07-30,88290,103582,0,Pending,26,Tax Agent,16,3,Healthcare
CLM00010732,TPIN1000000732,2024-04-04,2023-12-31,2024-03-30,102,93,10,Approved,87,Tax Agent,7,7,Education
CLM00010733,TPIN1000000733,2024-07-26,2024-03-31,2024-06-29,161498,150798,10700,Pending,13,Tax Agent,12,6,Transport
CLM00010734,TPIN1000000734,2024-11-18,2024-07-31,2024-10-30,4143,3982,161,Query Raised,6,Taxpayer,15,0,Construction
CLM00010735,TPIN1000000735,2024-07-19,2024-03-31,2024-06-29,21495,18574,2921,Query Raised,3,Taxpayer,12,9,Import/Export
CLM00010736,TPIN1000000736,2024-05-06,2024-01-31,2024-04-29,62145,57989,4156,Query Raised,17,Tax Agent,16,7,ICT
CLM00010737,TPIN1000000737,2024-10-02,2024-06-30,2024-09-29,9626,8463,1164,Pending,44,Tax Agent,5,7,Transport
CLM00010738,TPIN1000000738,2024-06-25,2024-02-29,2024-05-30,77856,70466,7391,Query Raised,87,Taxpayer,13,8,Real Estate
CLM00010739,TPIN1000000739,2024-06-16,2024-02-29,2024-05-30,16462,19059,0,Approved,49,Tax Agent,13,0,Education
CLM00010740,TPIN1000000740,2024-02-21,2023-10-31,2024-01-30,19147,21120,0,Approved,38,Taxpayer,17,0,Import/Export
CLM00010741,TPIN1000000741,2024-11-11,2024-07-31,2024-10-30,4377,3924,453,Pending,11,Tax Agent,12,3,Construction
CLM00010742,TPIN1000000742,2024-03-19,2023-11-30,2024-02-28,52389,64059,0,Query Raised,58,Tax Agent,16,8,ICT
CLM00010743,TPIN1000000743,2024-01-18,2023-09-30,2023-12-30,171395,162948,8447,Approved,41,Tax Agent,14,2,ICT
CLM00010744,TPIN1000000744,2024-10-25,2024-06-30,2024-09-29,50956,44837,6118,Approved,77,Tax Agent,12,6,Healthcare
CLM00010745,TPIN1000000745,2024-02-06,2023-10-31,2024-01-30,109646,106837,2808,Query Raised,77,Tax Agent,9,9,Transport
CLM00010746,TPIN1000000746,2024-10-12,2024-06-30,2024-09-29,48349,44572,3777,Approved,1,Tax Agent,7,4,Retail
CLM00010747,TPIN1000000747,2024-01-02,2023-09-30,2023-12-30,63050,54555,8495,Under Review,54,Tax Agent,10,7,Transport
CLM00010748,TPIN1000000748,2024-05-14,2024-01-31,2024-04-29,33300,41340,0,Pending,66,Tax Agent,13,6,Manufacturing
CLM00010749,TPIN1000000749,2024-09-08,2024-05-31,2024-08-30,114637,126045,0,Pending,74,Tax Agent,18,5,Real Estate
CLM00010750,TPIN1000000750,2024-12-24,2024-08-31,2024-11-29,148775,181893,0,Approved,22,Tax Agent,6,2,Mining
CLM00010751,TPIN1000000751,2024-04-10,2023-12-31,2024-03-30,58155,54815,3340,Pending,13,Tax Agent,15,1,Retail
CLM00010752,TPIN1000000752,2024-05-30,2024-01-31,2024-04-29,175865,198329,0,Under Review,30,Tax Agent,6,0,Hospitality
CLM00010753,TPIN1000000753,2024-05-01,2024-01-31,2024-04-29,75769,73490,2279,Approved,37,Taxpayer,9,7,ICT
CLM00010754,TPIN1000000754,2024-02-24,2023-10-31,2024-01-30,71520,69488,2032,Pending,37,Tax Agent,6,1,ICT
CLM00010755,TPIN1000000755,2024-06-09,2024-02-29,2024-05-30,12486,14520,0,Approved,49,Tax Agent,18,7,Hospitality
CLM00010756,TPIN1000000756,2024-08-30,2024-04-30,2024-07-30,28755,27012,1743,Pending,50,Taxpayer,12,3,Import/Export
CLM00010757,TPIN1000000757,2024-07-09,2024-03-31,2024-06-29,2100,2451,0,Under Review,13,Tax Agent,13,8,Manufacturing
CLM00010758,TPIN1000000758,2024-10-24,2024-06-30,2024-09-29,17759,20136,0,Pending,60,Taxpayer,17,4,Professional Services
CLM00010759,TPIN1000000759,2024-10-13,2024-06-30,2024-09-29,25836,31253,0,Query Raised,32,Tax Agent,19,2,Education
CLM00010760,TPIN1000000760,2024-08-26,2024-04-30,2024-07-30,11559,13609,0,Approved,70,Tax Agent,12,7,Import/Export
CLM00010761,TPIN1000000761,2024-02-12,2023-10-31,2024-01-30,221860,215363,6497,Query Raised,6,Taxpayer,12,3,Healthcare
CLM00010762,TPIN1000000762,2024-06-18,2024-02-29,2024-05-30,44845,39349,5496,Under Review,31,Taxpayer,5,9,Wholesale
CLM00010763,TPIN1000000763,2024-08-10,2024-04-30,2024-07-30,56024,59303,0,Approved,35,Tax Agent,9,1,Real Estate
CLM00010764,TPIN1000000764,2024-02-21,2023-10-31,2024-01-30,37283,45853,0,Query Raised,21,Tax Agent,16,7,Mining
CLM00010765,TPIN1000000765,2024-12-12,2024-08-31,2024-11-29,101541,105227,0,Approved,84,Taxpayer,15,7,Import/Export
CLM00010766,TPIN1000000766,2024-09-16,2024-05-31,2024-08-30,11480,13196,0,Query Raised,52,Taxpayer,19,8,Education
CLM00010767,TPIN1000000767,2024-01-10,2023-09-30,2023-12-30,19549,19702,0,Pending,42,Tax Agent,5,3,Agriculture
CLM00010768,TPIN1000000768,2024-06-22,2024-02-29,2024-05-30,48780,49855,0,Pending,23,Taxpayer,12,2,Wholesale
CLM00010769,TPIN1000000769,2024-07-02,2024-03-31,2024-06-29,1337,1397,0,Under Review,66,Taxpayer,7,7,Education
CLM00010770,TPIN1000000770,2024-06-17,2024-02-29,2024-05-30,33700,33857,0,Under Review,9,Tax Agent,7,0,Wholesale
CLM00010771,TPIN1000000771,2024-10-23,2024-06-30,2024-09-29,33482,40095,0,Under Review,43,Tax Agent,7,5,Mining
CLM00010772,TPIN1000000772,2023-12-30,2023-08-31,2023-11-29,99396,111189,0,Query Raised,29,Tax Agent,16,9,Wholesale
CLM00010773,TPIN1000000773,2024-04-26,2023-12-31,2024-03-30,24684,26647,0,Approved,42,Tax Agent,7,6,Import/Export
CLM00010774,TPIN1000000774,2024-01-15,2023-09-30,2023-12-30,82407,89592,0,Pending,88,Tax Agent,9,3,Manufacturing
CLM00010775,TPIN1000000775,2024-01-02,2023-09-30,2023-12-30,53971,55990,0,Query Raised,78,Taxpayer,14,7,Import/Export
CLM00010776,TPIN1000000776,2024-06-25,2024-02-29,2024-05-30,54561,56467,0,Under Review,42,Taxpayer,11,1,Hospitality
CLM00010777,TPIN1000000777,2024-02-19,2023-10-31,2024-01-30,85461,73342,12118,Pending,31,Tax Agent,14,4,Construction
CLM00010778,TPIN1000000778,2024-12-05,2024-08-31,2024-11-29,55059,51197,3862,Approved,64,Tax Agent,9,5,Manufacturing
CLM00010779,TPIN1000000779,2024-06-16,2024-02-29,2024-05-30,27369,24504,2865,Under Review,12,Tax Agent,18,7,Retail
CLM00010780,TPIN1000000780,2024-06-16,2024-02-29,2024-05-30,124675,147741,0,Under Review,47,Tax Agent,14,2,Education
CLM00010781,TPIN1000000781,2024-08-05,2024-04-30,2024-07-30,4851,4684,167,Under Review,49,Tax Agent,14,2,Education
CLM00010782,TPIN1000000782,2024-07-05,2024-03-31,2024-06-29,43167,39638,3530,Approved,5,Tax Agent,12,3,Retail
CLM00010783,TPIN1000000783,2024-01-09,2023-09-30,2023-12-30,105043,100296,4747,Query Raised,1,Tax Agent,15,1,Import/Export
CLM00010784,TPIN1000000784,2024-12-06,2024-08-31,2024-11-29,44890,39034,5857,Pending,60,Tax Agent,16,7,Wholesale
CLM00010785,TPIN1000000785,2024-09-05,2024-05-31,2024-08-30,8516,10562,0,Pending,47,Tax Agent,9,7,Professional Services
CLM00010786,TPIN1000000786,2024-04-21,2023-12-31,2024-03-30,88340,100855,0,Under Review,14,Tax Agent,16,1,Import/Export
CLM00010787,TPIN1000000787,2024-03-21,2023-11-30,2024-02-28,18921,23224,0,Under Review,84,Tax Agent,9,1,Import/Export
CLM00010788,TPIN1000000788,2024-06-24,2024-02-29,2024-05-30,52764,45501,7263,Approved,83,Tax Agent,14,9,Agriculture
CLM00010789,TPIN1000000789,2024-08-21,2024-04-30,2024-07-30,155509,153671,1838,Query Raised,53,Tax Agent,13,0,Transport
CLM00010790,TPIN1000000790,2024-02-13,2023-10-31,2024-01-30,91453,77361,14092,Under Review,25,Tax Agent,19,9,Professional Services
CLM00010791,TPIN1000000791,2024-10-19,2024-06-30,2024-09-29,31274,26430,4844,Pending,76,Tax Agent,9,6,ICT
CLM00010792,TPIN1000000792,2024-02-19,2023-10-31,2024-01-30,167553,159468,8084,Pending,14,Taxpayer,16,5,Education
CLM00010793,TPIN1000000793,2024-03-02,2023-11-30,2024-02-28,22861,26757,0,Under Review,51,Tax Agent,16,5,ICT
CLM00010794,TPIN1000000794,2024-11-21,2024-07-31,2024-10-30,24537,29806,0,Approved,40,Tax Agent,17,7,Retail
CLM00010795,TPIN1000000795,2024-05-13,2024-01-31,2024-04-29,44338,50914,0,Under Review,5,Taxpayer,7,5,Hospitality
CLM00010796,TPIN1000000796,2024-11-06,2024-07-31,2024-10-30,15377,14892,485,Approved,58,Tax Agent,18,7,Professional Services
CLM00010797,TPIN1000000797,2024-06-12,2024-02-29,2024-05-30,115345,143962,0,Pending,88,Taxpayer,6,4,Real Estate
CLM00010798,TPIN1000000798,2024-05-03,2024-01-31,2024-04-29,28758,34107,0,Query Raised,60,Tax Agent,8,7,Hospitality
CLM00010799,TPIN1000000799,2024-10-05,2024-06-30,2024-09-29,97311,87622,9689,Query Raised,81,Tax Agent,18,4,Professional Services
CLM00010800,TPIN1000000800,2024-06-17,2024-02-29,2024-05-30,95180,101655,0,Pending,42,Taxpayer,8,7,ICT
CLM00010801,TPIN1000000801,2024-11-07,2024-07-31,2024-10-30,169131,155474,13656,Pending,1,Tax Agent,10,9,Retail
CLM00010802,TPIN1000000802,2024-11-11,2024-07-31,2024-10-30,16317,15968,349,Pending,72,Taxpayer,12,0,ICT
CLM00010803,TPIN1000000803,2024-10-16,2024-06-30,2024-09-29,28864,36052,0,Pending,17,Tax Agent,13,1,Retail
CLM00010804,TPIN1000000804,2024-12-16,2024-08-31,2024-11-29,50441,45573,4868,Query Raised,68,Tax Agent,18,7,Retail
CLM00010805,TPIN1000000805,2024-11-29,2024-07-31,2024-10-30,31807,34607,0,Approved,6,Tax Agent,15,9,Hospitality
CLM00010806,TPIN1000000806,2024-10-18,2024-06-30,2024-09-29,103319,117570,0,Pending,16,Tax Agent,6,7,Professional Services
CLM00010807,TPIN1000000807,2024-05-22,2024-01-31,2024-04-29,66621,61309,5312,Pending,23,Taxpayer,16,5,Wholesale
CLM00010808,TPIN1000000808,2024-05-04,2024-01-31,2024-04-29,6302,5362,940,Pending,61,Taxpayer,7,6,Transport
CLM00010809,TPIN1000000809,2024-03-07,2023-11-30,2024-02-28,13491,12732,759,Under Review,44,Tax Agent,13,7,Import/Export
